date,author,title,text
1979,osley  a s.,canons of renaissance handwriting.,concentrates on a few fundamental aspects of renaissance handwriting that are well documented and that are relevant to handwriting today. (gt)
1979,visible language 13.Â 4 (1979)  449-462.,census  research.,describes research projects and experiments in graphic design conducted at a number of colleges and universities. (gt)
1979,teulings  hans-leo h m  thomassen  arnold j w m.,computer-aided analysis of handwriting movements,reported is research showing that writing movements  recorded on a suitable xy-digitizer  can be processed & analyzed by a computer. this method has been used to study the human writing apparatus & the reading of handwriting. time & frequency functions are derived regarding velocity  acceleration  curve radius  & running angle. the kinds of information obtained from these functions are briefly indicated. practical applications include signature verification  development of training procedures  & writing instruction stressing the structural properties of letters. 6 figures. modified ha
1979,teulings  hans-leo h m  thomassen  arnold j. w. m..,computer-aided analysis of handwriting movements.,shows that  through the use of a digital computer  pen movements may provide information for the investigation of motor control in the self-paced movements involved in handwriting. describes the apparatus used  indicates the kinds of information that may be obtained  and discusses practical applications  including applications for instruction. (gt)
1979,woodworth  r s.,facility of handwriting using different movements,reprinted is a section of r. s. woodworth s monograph on the accuracy of voluntary movement (psychological review monograph supplements  1899  3  3) which deals with different ways of producing handwriting movements. woodworth summarizes the results of experiments which compared left- & right-handed finger  full arm  & forearm writing movements. each type is discussed regarding ease  speed  & accuracy. 2 tables  1 figure. modified ha
1979,woodworth  r s.,facility of handwriting using different movements.,reproduces a study reported in 1899 that compared the relative advantages of producing handwriting through finger  full arm  and forearm movements and that concluded that the forearm movement was the best of the three. (gt)
1979,poggenpohl  sharon helmer.,graphic design  a practice in search of theory,visible language conducted a two-year international survey of design schools to study the character of research. presented are the theory  research  & visual experiments that were found. the attempt to objectify the graphic design process & analyze the results unifies this issue. inventing new rules rather than blindly following tradition is stressed. the necessity of theoretical structure & an integrated approach to research is detailed. resistance to the move from isolated systems to visual systems is explored. identifying & isolating symbolic reference possibilities & communication code limitations  alongside this shift  allow reaching the substance of communication. ha
1979,poggenpohl  sharon helmer.,graphic design  a practice in search of theory.,reports on an international research census of design schools to determine the character of graphic design research and to learn about specific projects  notes that the census generated the contents for this journal issue. discusses the status of graphic design research and the need for development of a structure for understanding graphic design. (gt)
1979,ansell  michael.,handwriting classification in forensic science,recent methods of classifying handwriting features for use in the forensic examination of documents are described  including the computerized system. developments in statistical analysis of the way people construct numbers & lay out their writing are reviewed. the potential usefulness of these systems in quantifying the current document examiners  scale of probability for attributing questioned writings to particular authors is examined. needed are more detailed statistics on letter construction  style  dimensions  spacing  the relation of one construction to others  & the classification of various subjective judgments. 5 tables  2 figures. modified ha
1979,ansell  michael.,handwriting classification in forensic science.,considers systems for the classification of handwriting features  discusses computer storage of information about handwriting features  and summarizes recent studies that give an idea of the range of forensic handwriting research. (gt)
1979,kao  henry s r.,handwriting ergonomics,suggested is a conceptual framework for the handwriting system consisting of three elements  hand  writing instrument  & paper. within this system the hand control mechanism  writing instrument design  & their integration in the dynamic writing on paper are discussed relative to efficient  legible  motivating  & fatigue-reducing handwriting performance. based on the system s framework  an overview of relevant studies & a proposal for needed areas of research are presented. analyzed are the designs of writing instruments (in terms of penpoints  shanks  & other physical characteristics)  the reduction of writing fatigue  & comparisons of various instruments. 3 figures. modified ha
1979,kao  henry s r.,handwriting ergonomics.,suggests a conceptual framework for the handwriting system  consisting of three elements  the hand  the writing instrument  and paper. discusses the integration of these elements relative to handwriting performance  presents an overview of relevant research and a proposal for needed research  analyzes and compares writing instrument designs  and discusses the reduction of writing fatigue. (author gt)
1979,graves  donald h.,let children show us how to help them write,preliminary findings are presented from a current two-year national instit of education case study observing the development of 20 first & third grade children s composing  spelling  & motor behaviors during the writing process. three full-time researchers observe the children each day & record data. handwriting is influenced by all phases of the writing process & problems unique to different stages of the writer s development. children s earliest efforts at writing resemble their speech habits in their lack of organization. later  when children choose their own writing topics  the language for expression  & written format  the compositions become more successful. children often speak when writing  with the speaking being an essential part of the composing. teachers attempt to guide the children s craft to greater clarity in drawing letters  word order  word separation  page placement  & later  in rewriting & use of prosodic techniques. 5 figures. modified ha
1979,graves  donald h.,let children show us how to help them write.,presents findings from an in-depth study of children s composing processes in an effort to explain handwriting performance in relation to child development and the writing process. (gt)
1979,manning  robert a.,notes on the visual differential theory,an attempt is made to objectify the creation of art & communication design  which has heretofore been considered an intuitive process. expression art & communication art are part of a continuum that can be identified & understood. visual differential theory develops a conceptual model that attempts to show relationships between visual manipulation & its effects on the communication process. to create a working model of visual manipulation & a resultant theoretical model  the complexity of visual communication must be reduced to a minimum number of components. the semantic differential technique serves as the basis for establishing component parameters  order  graphic  & literal  a list of bipolar adjs is necessary to define each part of the theory. the model provides a basis for systematic teaching & analysis of the communication design. ha
1979,manning  robert a.,notes on the visual differential theory.,shows how the visual differential theory provides a model that illuminates the effects of visual manipulation on communication. includes illustrations. (gt)
1979,ockerse  thomas  van dijk  hans.,semiotics and graphic design education,the difficulty of establishing definitions & goals in graphic design education are explored. a semiotic theory used as a structural basis & metalang in graphic design is presented  based on the idea that graphic design is visual communication where the designer invents signs to convey meaning. semiotics is a tool for defining graphic design students  needs by performing a more scientific inquiry & clarifying curricula. the semiotic model is provided by c. morris s subdividing language into three categories  syntactics (signs & their formal relations to other signs)  semantics (signs & their relations to the objects they signify)  & pragmatics (signs & their relations to interpreters). a curriculum that identifies significant communication principles develops an experimental approach with emphasis on identifying alternative visual problems. ha
1979,ockerse  thomas  van dijk  hans.,semiotics and graphic design education.,describes a graphic design program at the rhode island school of design that reflects an intellectual and theoretical tradition while fostering the generation of visual experiment. discusses the value of semiotics in defining curriculum needs relative to language systems  and presents descriptions and visual samplings of each problem of sign-production developed thus far. (gt)
1979,ellis  andrew w.,slips of the pen,a corpus of 766 of the author s own slips of the pen (collected over 18 months) is analyzed. four processing levels - lexical  graphemic  allographic  & graphic - are postulated. discussed for each level are the manifestation & frequency of intrusion (addition & substitution)  transposition (repetition  anticipation  perseveration  & reversal)  omission  & ambiguous errors. supported is a functional model of writing performance which considers the storage & inter-translation of information at the different processing levels. the relationship between speech & writing should also be considered. 2 tables  10 figures. modified ha
1979,ellis  andrew w.,slips of the pen.,a corpus of the author s own slips of the pen is analyzed. four processing levels--lexical  graphemic  allographic  and graphic--are postulated  with different types of error being assigned to different levels in the production of handwriting. (author)
1979,sovik  nils.,some instructional parameters related to children s copying performance,copying is a common technique for training perceptuo-motor skills  eg  handwriting. in an experiment  stimuli to be copied were presented dynamically or statically (a visual image of the stimulus either being drawn or already drawn) close to or distant from (a desk top screen as opposed to a farther tv screen) 7- & 10-year-old children (n = 16 each). analyzed were correlations among 6 variables  mental age  visuo-motor integration  ability to concentrate on school work  quality of handwriting  accuracy scores in experiment  & time-scores of copying performances. sufficient correlations were found between accuracy-scores & other variables  but not time-scores. results support handwriting teaching which emphasizes relative close  dynamic presentations of the copying models. 2 tables  7 figures. modified ha
1979,sovik  nils.,some instructional parameters related to children s copying performance.,notes that copying is a common technique for training perceptual motor skills such as handwriting  describes an experiment in which stimuli to be copied were presented dynamically or statically close to or distant from children seven and 10 years old and discusses the implications of the results for teaching handwriting. (author)
1979,lehman  charles.,teaching and learning the craft of handwriting,handwriting is a traditional craft in its own right with its own criteria of quality. successful selection of appropriate tools  techniques  & letter designs for modern handwriting education requires collaboration between experienced classroom teachers  educational researchers  & traditional craftsmen  sharing their understanding of the developing psychology of the learner  the historical & modern development of handwriting models  & the techniques & materials needed for personal proficiency in performing the craft. results of such collaboration can be found in writings of some calligraphers (eg  l. j. reynolds)  & in the instructional programs currently used in some schools. modified ha
1979,lehman  charles.,teaching and learning the craft of handwriting.,discusses a number of issues involved in handwriting and handwriting instruction. notes that the successful selection of appropriate tools  techniques  and letter designs for modern handwriting education requires a collaboration of experienced classroom teachers  educational researchers  and traditional artisans. (gt)
1979,unger  gerard.,the design of a typeface,described is the design of demos typeface  the result of technical & aesthetic considerations. demos was designed for the hell crt digiset  an electronic composition process that creates type by vertical. curves & angles appear smooth only after emulsion. rather than falling back on hot-metal methods  the unique characteristics of the digiset were used to determine the design. discussed are  the photographic process & quality control  designing for the cathode ray tube (crt)  the x-height & other vertical proportions  photographic reproduction & printing  reduction & enlargement  & electronic distortion & variations. 23 figures. modified ha
1979,thomassen  arnold j w m  teulings  hans-leo h m.,the development of directional preference in writing movements,explored is the origin & the development with age of the preference for either clockwise or counterclockwise curves & contours in writing & drawing. ss in 4 age groups (n = 26  4.4 to 4.11 years  5.1 to 6.2 years  6.9 to 7.6 years  & adults) performed 4 writing & drawing tasks. two rather precise tasks involved writing single symbols & accurately copying patterns  while the other two were free scribbling & drawing repeated circles at a high rate. the developing directional preferences across age groups suggest that two semi-independent motor systems are involved in writing  a more primitive one for rapid nonfigurative tasks evolving from flexion-first to extension-first  & one occurring later but more rapidly under a higher degree of cognitive control  for precision & symbolic functions  favoring counterclockwise curves  irrespective of the writing hand. 7 tables  5 figures. modified ha
1979,thomassen  arnold j. w. m.  teulings  hans-leo h m.,the development of directional preference in writing movements.,the developing directional preferences in writing and drawing that were observed in subjects between four years of age and adulthood suggest that two semiindependent motor systems are involved in writing  one for rapid and nonfigurative tasks  the other--which occurs later--for precision and symbolic functions. (author gt)
1979,reynolds  linda.,the graphic information research unit  background and recent research,various projects relating to the legibility of scientific & technical information have been undertaken by the graphic information research unit (royal coll of art  london). this work concerns such problems as the degradation of printed images as a result of copying processes  the effects of show-through & other background patterns on legibility  typewritten & typeset bibliographic design  computer output microfilm (com) catalogue design  & library & museum guidance system design. the investigation consisted of examining signing  guiding  & labeling systems in 28 libraries  18 museums  & 14 transport stations  hospitals  stores  & offices  design personnel were interviewed. problems of providing adequate library & museum guidance are reviewed  & two recent com catalogue studies are described. 1 table  12 figures. ha
1979,reynolds  linda.,the graphic information research unit  background and recent research.,discusses projects of the graphic information research unit at the royal college of art (england)  which relates to the legibility of scientific and technical information. summarizes the unit s survey of problems in providing adequate guiding in libraries and museums  and reports two studies of computer output microfilm library catalogues. (gt)
1979,marmolin  hans  nilsson  lars-goran  smedshammar  hans.,the mediated reading process of the partially sighted,presented is a model which extends current reading theories by relating the underlying processes of skilled & average readers to those of poor readers. while the nonmediated reading process for skilled readers is directed to word meaning  the process for poor readers is mediated by the interpretation of the individual letters. continuous interaction of single letter interpretation & reading for word meaning determines the slow reading rate for poor readers. an empirical study involving measures derived to compare the reading process for good & poor partially sighted readers aged 20 to 50 (total = 41) demonstrated the viability of the present approach. ss were presented a test battery including letter  word  sentence  & paragraph tests. reading rate in seconds per letter was measured & plotted against number of letters per word & number of words per sentence. reading rate for isolated words  sentences  & paragraphs was also computed. the locus of the difference in reading rate between the two groups was confined mainly to the peripheral subprocesses of reading  whereas deeper & more semantic levels were less affected. 6 tables  6 figures. modified ha
1979,marmolin  hans  and others.,the mediated reading process of the partially sighted.,presents a theoretical model of reading that takes into account the principal differences between skilled and deficient readers  describes a study that tested the relevance of the model by comparing good  average  and poor partially sighted readers and by studying how training affected the reading process. (gt)
1979,gray  nicolete.,towards a new handwriting adapted to the ballpoint pen.,discusses the need for a new way of writing based on the use of the ball-point pen  describes aspects of experimental handwriting models that have been developed by the author. (gt)
1979,wing  alan m.,variability in handwritten characters,two aspects of handwriting variability are considered  letter shape & timing. letter identification can be hindered by forms particular to the writer  indistinguishable forms  letter joints  & different forms for a single letter. in an experiment  2 groups of 10 ss copied 10 20-word lists in either cursive writing or block capitals. reading times were recorded for 40 ss who read the lists in word search tasks. the increased legibility of block letters must be interpreted in terms of additional writing time required for their production. also summarized are experiments concerned with the time taken to prepare handwriting movements & with the variability of movement timing in the execution of handwriting. 11 figures. modified ha
1979,wing  alan m.,variability in handwritten characters.,discusses the effects of variability in the shapes of letters on their legibility  summarizes experiments to compare the relative advantages of cursive and block capital writing  to determine the time taken to prepare handwriting movements  and to assess the variability of the timing of movements in handwriting. (author gt)
1979,briem  gunnlaugur s e.,wanted  handwriting that fits modern pens.,traces some historical developments in handwriting  noting the effects of different types of pens on handwriting. reports findings from a study of the late roman cursive  conducted as part of a project to develop a new model alphabet for school children. (gt)
1980,sakiey  elizabeth  fry  edward  goss  albert  loigman  barry.,a syllable frequency count,a frequency count of the syllables in an edited list of the 5 000 most common english words generated an unweighted list of the most common 322 syllables in 5 000 words & a list of 290 syllables weighted by the frequency of occurrence of words of which the syllables were constituents. the unweighted list contained 222 nonword-syllables & 100 word syllables. the weighted list contained 190 word-syllables & 100 nonword-syllables. the latter 290 syllables account for 72% of the 5 890 868 syllable tokens in the 5 000 most common english words. these lists are seen as potential base data for the development of curriculum materials in reading  spelling  & other areas. they are also seen as potential base data for investigations & technologies in readability  computer translation  verbal learning  & language acquisition. 2 tables. aa
1980,sakiey  elizabeth  and others.,a syllable frequency count.,describes a study that developed a syllable rank order list and attempted to answer such questions as what is the most common syllable? and what is the next most common syllable? (hod)
1980,young  richard e.,arts  crafts  gifts  and knacks  some disharmonies in the new rhetoric,despite sharing assumptions about the value of studying & teaching the process of composing  those teachers & scholars known as new rhetoricians are divided on assumptions about the nature of rhetorical art  some holding a vitalist theory of art & composing  others holding a technical theory. the theories influenced judgments about what can be taught in the composing process & how it can be taught. the division creates a dilemma for the rhetoricians since the durability of theories & the pedagogical successes of both groups suggest that in some senses both are right. 21 references. ha
1980,young  richard e.,arts  crafts  gifts  and knacks  some disharmonies in the new rhetoric.,notes that those teachers and scholars who are known as the new rhetoricians are divided on assumptions about the nature of rhetorical art  with some holding a vitalist theory of art and composing and others holding a technical theory. (hod)
1980,wason  peter c.,conformity and commitment in writing,it is argued that conformity to stereotyped styles of writings tend to conceal a sense of commitment to what is being said. the effect is both to alienate the individual from the practice of writing  & to encourage the kind of obscurantism that may be inimical to clear thinking. the conditions for recovering a committed voice & the benefits of so doing are described. 1 appendix  26 references. ha
1980,wason  peter c.,conformity and commitment in writing.,through the process of writing and rewriting a committed voice can be recovered in which individuals are allowed to find out what they think  say what they think  and then stop. (hod)
1980,meares  olive.,figure ground  brightness contrast  and reading disabilities,evidence indicates that the maximum brightness contrast of black-on-white print was a strong contribution factor in the reading disabilities of 6 children attending a new zealand reading clinic. children s responses to questions & general comments about their perception of a printed page indicate a need for research into the figure ground & brightness contrast organization of children s books. the ill-effects of maximum brightness contrast could range from a minor irritation to a massive barrier to progress in learning to read. ha
1980,meares  olive.,figure ground  brightness contrast  and reading disabilities.,reports conversations with children attending a new zealand reading clinic that indicate that the maximum brightness contrast of black-on-white print was a strong contributing factor in the children s reading disabilities. (author gt)
1980,gallop  jane.,freud s invisible chiasmus  or you can t judge a book by its cover,on the bookjacket of the english translation of j. laplanche s vie et mort en psychanalyse (life and death in psychoanalysis) appears the greek letter chi. by paying attention to this most visible  most superficial  & most extrinsic of signs  it is found that it represents a certain return of the repressed  a return of something that is invisible in laplanche s text  & - perhaps beyond that - something that  although absent  haunts the text about which laplanche is writing  freud s project for a scientific psychology. this find  although theoretically predictable  nonetheless operates as an uncanny effect  & opens the question of the relation between theory & practice at the intersection of visible language & psychoanalysis. 2 figures  7 references. ha
1980,smith  philip t.,in defence of conservatism in english orthography.,argues that a fast and effective writing system need not stay close to the phonemic detail of speech  and offers shorthand systems as examples of this. some proposals for spelling reform are briefly evaluated in the light of this evidence. (hod)
1980,smith  philip t.,in defense of conservation in english orthography,eng orthography presents the reader with many different kinds of linguistic information beyond the simple sound of the word. evidence from various psycholinguistic tasks shows that both adults & children can exploit this information & this could enable them to read more efficiently. it is argued that a fast & effective writing system need not stay to close to the phonemic detail of speech  shorthand systems are further examples of this. some proposals for spelling reform are briefly evaluted given this evidence. 1 table  3 figures. aa
1980,ames  sanford s.,killer bees  an ontology in abeyance,j. lacan s encore  read across french & eng  disperses being in an insect-like suspension  a swarm of signifiers inflecting sexual division & mortality. love would hide the sting of lives exiled in lang  overrun the enigma of script in a swarm of incorporation. visible language is contingency  encounter with the cells of abandoned hives  the serial surreality of the ubiquitous  the letters through which meaning comes to life. today demographic mutations appear to rival the infinite combinations of words. microchip humming extensions of biological man stir the breeze with unthinkable cross-pollination  to end in honey or ashes. the killer bees are us. 3 figures  4 references. ha
1980,mckenna  andrew j.,lexicon  freud and rimbaud,a. rimbaud s project of voyance  as articulated in certain letters & poems  engages linguistic processes that are proper to the activity of unconscious ideation which s. freud discovers in jokes & dreams. for both writers  it is largely a matter of seeing & hearing lang  a matter of language as matter  & as writing. freudian theory thus intersects with rimbaud s practice  both writers suggesting something similar to an iconic experience of lang. their common opposition to a pointedly cartesian mode of discourse binds desire with violence  of which the letter is the single uncanny mark. when rimbaud renounces his apocalyptic vision of a fleshly word incarnate  it is found that his flight to africa connects with freudian theory at another level  his letters home reveal his poetic adventure  & his rejection of it  as an encounter with the alien & familiar lang of his father. 6 figures  15 references. ha
1980,lowenthal  david.,mixing levels of revision,orderly & straightforward revision  in which editorial tasks are delimited draft by draft  breaks down with lengthy & complex tasks. in rewriting a book  various stages of revision may be combined in each draft - adding new material  reshaping thoughts  striving for coherence expression  & polishing prose - simultaneously instead of serially. this way of working can yield unexpected advantages that compensate for the clutter. it helps maintain the pace of revision  resolve problems left from previous drafts  & stimulate new ideas. ha
1980,lowenthal  david.,mixing levels of revision.,in the rewriting of a book  the author combined various stages of revision in each draft--adding new material  reshaping thoughts  striving for coherent expression  and polishing prose simultaneously instead of serially. (hod)
1980,bauer  george h.,robbe-grillet on target or interrogation by the numbers,numbers as visible language are at the center of one leg of a. robbe-grillet s recent triangular novel which focuses on verbal-visual relationships. the work of j. johns provokes a visit to a recent retrospective exhibition from which robbe-grillet draws an enigmatic detective tale linked with narrative provoked by the work of i. ionesco & r. magritte. the enigma is painting by numbers  leading to both writing & painting. this essay visibly plays with three & or more problems suggested in recounting. 17 figures. ha
1980,james  jean m.,signs in ancient egypt  another look at the relation of figure to hieroglyph,a new attempt to solve the enigma of the peculiar manner employed by the ancient egyptians to depict the human figure looks at the figure as a sign rather than as the result of a naive or pre-greek method of representation. the figure functions as a part of the inscription. it has a scriptorial role as a determinative to specify a grammatical function. the conventions that shaped the formation of the figure as a hieroglyph also influenced the way figures which were not parts of inscriptions were drawn. the figure appears either in a pictorial text or as part of a hieroglyphic text rather than as a vehicle for depicting human activities only. 6 figures. ha
1980,hartley  james.,spatial cues in text  some comments on the paper by frase and schwartz (1979),l. t. frase & b. j. schwartz (typographical cues that facilitate comprehension  journal of educational psychology  1979  71  197-206) found that meaningfully segmented technical prose was searched significantly faster than the same text typed in a standard format. their rationale & methodology are criticized  & two studies (n = 54 us students  n = 36 british students) are described which attempted to replicate & extend their findings using a different methodology. frase s & schwartz s original materials were used & standard layouts were compared with meaningfully indented texts & vertically spaced texts. in both studies  however  no significant differences were found between the times taken to retrieve information from the different layouts. results & their implications are discussed in a more general framework. 3 tables. ha
1980,hartley  james.,spatial cues in text  some comments on the paper by frase and schwartz (1979).,comments on the rationale and methodology of the textual cue experiments of l. t. frase and b. j. schwartz (see ej 203 980) and describes two studies that attempted to replicate and extend their findings using a different methodology. (author gt)
1980,wright  patricia.,strategy and tactics in the design of forms,reviewed are research investigations relating form design to the difficulties people have in completing the form. a distinction is drawn between researchable issues that have relevance to many kinds of forms (eg  asking form-fillers to delete what does not apply) & issues specific to particular kinds of forms (eg  terminology interpretation). after suggesting that fruitful interactions could be developed between those asking strategic & those asking tactical questions  it is concluded that those who seek simple recipes for designing adequate forms have failed to understand the complexities of the problem. 15 figures.
1980,wright  patricia.,strategy and tactics in the design of forms.,reviews research investigations that relate the design of a form to the difficulties people have in completing the form. (hod)
1980,shimron  joseph  navon  david.,the distribution of visual information in the vertical dimension of roman and hebrew letters,eng (n = 8) & hebrew (n = 8) native speakers read texts mutilated by removing a narrow or a wide strip at the top or at the bottom of the lines. whereas reading the english texts was impaired more by mutilating the top  the reverse was found for the hebrew texts. this result is ascribed to the different ways in which information is distributed along the vertical axis of roman & hebrew letters. interactions between place & width of mutilation are argued to indicate that the effect is not due just to features at the very top or very bottom. 3 figures. ha
1980,shimron  joseph  navon  david.,the distribution of visual information in the vertical dimension of roman and hebrew letters.,english and hebrew native speakers read texts mutilated by removing strips at the top or bottom of lines. reading english texts was impaired more by mutilating the top  but the reverse was found for hebrew texts  due to the different ways information is distributed along the vertical axis of roman and hebrew letters. (author gt)
1980,galbraith  david.,the effect of conflicting goals on writing  a case study,it is proposed that a major source of writing difficulties is a conflict between the goals of expression & presentation. this leads to problems in both generating & revising prose. a case study is presented in which the effect of this conflict is illustrated  & some exercises designed to alleviate the problem are described. the effectiveness of these exercises is discussed & related to aspects of self-presentation in writing. 2 tables  3 references. ha
1980,galbraith  david.,the effect of conflicting goals on writing  a case study.,presents a case study in which the effect of the conflict between the goals of written expression and presentation is illustrated and describes some exercises designed to alleviate the problem. (hod)
1980,lydon  mary.,visible language  freud s imprint,two maxims of the psychoanalytic rule - free association & floating attention - are reviewed in order to connect psychoanalytic theory with the letter. reference is made to the body language of hysteria as the most obvious visible form of lang  & the writings of s. freud  a. robbe-grillet  g. b. shaw  & j. lacan are used to illustrate conceptions of visible lang. 12 references. i. mielonen
1980,wood  richard e.,visible language policy-bilingualism and multilingualism on postage stamps,the postage stamp is a highly visible  internationally circulated symbol of national identity. since its beginning in the 1840s it has also been a symbol of language policy. stamps of countries on all continents reflect official bilingualism  the two most striking  carefully observed contemporary instances - belgium & canada - show a slow  painful historical movement from original monolingualism to today s scrupulous bilingualism. in third world nations  language identity has sometimes changed  sometimes remained unchanged since independence. minority languages have increasingly been represented on postage stamps. langs of wider communication  chiefly english & french  are used by some countries  avoided by others. others seek a politically neutral language in latin or esperanto. postage stamps are testimony to language change  language policy  & language reform. ha
1980,stratton  jon.,writing and the concept of law in ancient greece,the concept of law is often treated as an ahistorical category  just as the impact of writing (used as a medium of communication) on the conceptual order & the social structure of a society has been little analyzed. these two problems are brought together in the context of ancient greece  to demonstrate how the concepts law & justice developed in relation to changes in the social structure of that society. the impact of writing on greek society not only produced the situation in which these changes took place  but also helped form those changes. ha
1980,bracewell  robert j.,writing as a cognitive activity,an examination of the characteristics of the mental processes required for writing. comparisons & contrasts are made with the nature of processing required for other cognitive activities  eg  arithmetic  problem solving  reading  & conversation. recent research on children s writing reveals the advantages & disadvantages of superimposing writing skills over well-developed language skills. this research suggests that the inability to access already existing skills that determine the form of lang  rather than an absence of such skills  poses the major obstacle to the development of writing abilities. 3 tables  48 references. ha
1980,bracewell  robert j.,writing as a cognitive activity.,examines characteristics of the mental processes required for writing  compares and contrasts the nature of processing required for other cognitive activities  and reviews recent research on children s writing that reveals the advantages as well as disadvantages of superimposing writing skills over well-developed language skills. (hod)
1980,stack  richard.,writing as conversation,good writing is not  at least in the usual sense  a skill that can be directly taught. the basis of good writing is fluency  not correctness. fluency can only be acquired through play. one learns to speak through play & should learn to write in a similar way. conversation is a fundamental form of verbal play. a new  nonprescriptive pedagogy of writing  based on the concept of writing as conversation  is called for. an addendum describes an experimental writing course  writing from life  based on a design borrowed from the traditional life-drawing class. ha
1980,stack  richard.,writing as conversation.,calls for a new  nonprescriptive pedagogy of writing based on the concept of writing as conversation. an addendum describes an experimental writing course based on a design borrowed from the traditional life-drawing class. (hod)
1980,hayes  john r  flower  linda s.,writing as problem solving,a top-down approach employing protocol analysis can yield valuable data about writing processes. the main features of composition apparent in the data are  writing is goal-directed  writing processes are hierarchically organized  some of the processes may interrupt others  recursion is possible  & writing goals may be modified as the result of writing. the first four features are embodied in a process model of composition. 4 figures  12 references. ha
1980,hayes  john r  flower  linda s.,writing as problem solving.,describes two strategies chosen to guide the authors  writing research and presents four of these strategies in a process model of composition. (hod)
1981,ehrlich  susan f.,children s word recognition in prose context,studies of children s oral reading errors  effects of repeated text manipulations  & word recognition experiments with artificially introduced contexts were reviewed & data reanalyzed. it is concluded that the reader s dependence on a contextual constraint for individual word identification decreases with age  even though sensitivity to context constraints increases. this sensitivity allows faster interpretation of individual words with respect to the emerging conceptual text structure. some studies indicate that under certain circumstances adults  & older children s word identification is influenced by contextual constraints. 3 figures  63 references. modified ha
1981,ehrlich  susan f.,children s word recognition in prose context.,reviews research in which children s processing of individual words is examined in prose context. when taken together  the data suggest that the reader s dependence on contextual constraint for individual word identification decreases with age. (hod)
1981,coltheart  max.,disorders of reading and their implications for models of normal reading,letter-by-letter reading & phonological  surface  deep  & unnamed dyslexias are analyzed & interpreted within a version of j. morton s & k. patterson s logogen model (a new attempt at an interpretation  or  an attempt at a new interpretation in deep dyslexia  coltheart  m.  patterson  k.  & marshall  j. [eds]  london  routledge & kegan paul  1980). it is noted that the validity of multicomponent reading models can be tested by applying them to an analysis & description of reading disorders caused by brain damage. 1 table  48 references. modified ha
1981,coltheart  max.,disorders of reading and their implications for models of normal reading.,illustrates how one can test a multicomponent model of reading by observing the different forms that acquired reading disorder takes as a consequence of different patterns of damage to the brain. (hod)
1981,schmandt-besserat  denise.,from tokens to tablets  a re-evaluation of the so-called numerical tablets,the 185 impressed or numerical tablets excavated on elamite territory & in mesopotamia illustrate the passage from a token to a writing-based recording system. the historical background of the discovery  the tablets  geographical distribution  & chronology are discussed  & a new decipherment is proposed. the signs are related to their token prototypes & found to represent metrological rather than numerical information. since the signs represent a transition from three-dimensional tokens to their graphic representation  the term protowriting is proposed to designate the system used on the tablets. 9 figures  35 references. modified ha
1981,jonassen  david h.,information mapping  a description  rationale and comparison with programmed instruction.,defines information mapping  illustrates its techniques  and compares its techniques with those employed in programed instruction. (hod)
1981,jewett  don l.,multi-level writing in theory and practice.,argues for a multilevel format of written communication that presents ideas in a typographical format allowing the reader to easily choose alternative paths through the material. (hod)
1981,norton  linda s.,patterned note-taking  an evaluation.,suggests that students wishing to know how to take patterned notes should consider carefully before learning a strategy that has no real evidence to suggest it is any more effective than more conventional styles. (hod)
1981,green  m w.,the construction and implementation of the cuneiform writing system,the early archaic stages of the cuneiform writing system are discussed as the tablets discovered at the uruk & jemdet nasr sites are analyzed. the cuneiform writing system functioned as a device to record transactions of the sumerian administrative bureaucracy which controlled & distributed labor  goods  & information. the system contains both visual & graphic components. writing conventions  visual configurations  the size & arrangement of signs  informational content  & the system s gradual development & modification are discussed. 7 figures  37 references. modified ha
1981,hartley  james  trueman  mark.,the effects of changes in layout and changes in wording on preferences for instructional text.,describes five experiments that explored preferences for pages of instructional text that varied in terms of their layout  their wording  or both of these features. (hod)
1981,sack  ronald h.,the temple scribe in chaldean uruk,the training & daily activities of the eanna temple scribe in the sixth century bc are conjectured. although the scribe s main activities were to keep economic records & preserve literary texts  he had time to attend to his private business affairs & compose literary documents reflecting his personal & political interests. objective data indicate that spoken aramaic influenced written akkadian & there was an unstable political situation in southern mesopotamia in the chaldean period. 32 references. modified ha
1981,powell  marvin a.,three problems in the history of cuneiform writing  origins  directions of script  literacy,the cuneiform system originated around 3000 bc in the sumerian city of uruk  evolving from the token system. it was written & read vertically until 2300 bc  after which time the script became horizontal due to the stylus shape which favored a left-to-right script. cuneiform was an easier system than chinese & only slightly more difficult than japanese. it is argued that the cuneiform system was abandoned in the fifth century ad due to unfavorable cultural & political environments. the introduction of the alphabet had little effect on reduction of functional illiteracy. 11 figures  44 references. modified ha
1981,brady  michael.,toward a computational theory of early visual processing in reading,it is suggested that there has been a close parallel in the development of theories of reading & theories of vision in artificial intelligence. an attempt is made to exploit & extend recent results in computer vision to develop & improve models of early processing in reading. the problem of isolating words in text is considered  based on the information that d. marr s & e. hildreth s (theory of edge detection  proceedings of r. soc. lond. b.  1980  207  187-217) theory of visual edge detection asserts is available in the parafovea. a brief discussion is offered on the problem of integrating information over successive saccades. 12 figures  1 appendix  68 references. ha
