date,author,title,text
2009,crilly  nathan  moultrie  james  clarkson  p john.,shaping things  intended consumer response and the other determinants of product form .,based on a series of interviews with practicing industrial designers  a framework is developed that represents designers as holding distinct intentions for how product visual form should be interpreted by consumers (e.g. perceived qualities). these intentions are driven by various motivating factors (e.g. the brand) and constrained by other factors (e.g. production costs). designers seek to resolve these competing factors by referring to a broad range of visual sources (e.g. existing products)  and by constructing visual representations (e.g. sketches) that describe the planned form for the product. despite designers  efforts to specify the product s form  the eventual form may be outside their control because still other factors (e.g. manufacturing tolerances) modify the design in unanticipated ways. (author abstract)
2010,crilly  nathan.,the roles that artefacts play  technical  social and aesthetic functions.,the concept of  function  is often employed and sometimes defined in such a way that it only relates to how artefacts can be used to satisfy physical goals (e.g. transportation). using artefacts to satisfy non-physical goals (e.g. social recognition) is typically described without reference to an artefact s function. by drawing on the various disciplines that are concerned with function  this article demonstrates that there are many different kinds of function  some of which will account for non-physical uses. by referring to these different kinds of function we can reduce the conceptual distance between physical and non-physical uses. furthermore  by applying the concept of function to non-physical uses our understanding of such uses can benefit from prior work on function. (author abstract)
1988,cross  j d  black  i.,putting the design into mechanical cad  a company methodology,the author presents the results of a survey into the rÃ´le of new product design on international competitiveness. it reviews relevant literature on design management  and discusses the weaknesses of such management in britain. the author argues that design management must be improved to increase design quality and competitiveness. design awareness must be supplemented by a commitment to quality design throughout the company  and the different ingredients of design management must be successfully integrated.
1988,cross  j d  black  i.,putting the design into mechanical cad  a company methodology,this paper is based on part of the results of an extensive survey of the role of new product design in international competitiveness. it reviews the literature on design management and highlights some weaknesses in the way in which design is managed in many uk industries  which apparently places the uk at a competitive disadvantage in manufacturing exports when compared with their major foreign competitors. the paper examines ways in which the management of design may be enhanced to improve design quality and achieve greater competitiveness (abstract).
2010,cross  nigel.,design expertise.,review of the book  design expertise  by bryan lawson and kees dorst (oxford  architectural press  2009). 321pp. book examining the skills that constitute design expertise and how design education attempts to develop these skills. the book suggests that the ability to design entails a collection of cognitive skills which can be identified  learned and taught  with expert performance acquired through dedicated application and deliberate  guided practice. the authors adopt a phase model of the development of expertise  comprising of novice  beginner  advanced beginner  competent  expert  master and visionary. following the introduction  the book includes chapters on  understanding design    design expertise    starting out as a designer    educating designers  and  being professional   and concludes with  the continuing journey  outlining that the development of expertise continues beyond higher education and throughout professional practice. the book s layout presents text on the left-hand pages only  with the right-hand pages reserved for examples  amplifications and graphics. the book is aimed at a mixture of design students  designers  educators and researchers  although the review notes that a more defined audience might have worked better.
2011,cross  nigel.,the design of design  essays from a computer scientist.,review of the book  the design of design  essays from a computer scientist  by frederick p. brooks (addison wesley pearson education  2010). 421pp. review begins by outlining the american computer scientist fred brooks s background in software engineering and his invention of the concept of computer architecture. the book takes the form of a series of essays based on brooks s experiences in designing the architecture of both computers and houses  with his involvement in the design of two of his own homes. includes accounts of practical experiences and series of reflective essays on the nature of design  with practical case studies included at the end of the book. opens with a section on  models of designing  which focuses on the linear rational model of designing  suggesting that this model does not reflect actual professional practice for experienced designers  and that he prefers a spiral model of designing that emphasises prototyping and early user testing  successive repetitions of activities  and the progressive discovery of requirements. review concludes that the book will prove useful for designers  design project managers and design researchers. (quotes from original text)
1990,cross  nigel.,the nature and nurture of design ability,the author critically examines the role of design media through a case study of le corbusier s schematic design for the carpenter center at harvard university  completed in 1963. within the project and its design process are patterns of media choice and application illustrative of le corbusier s design methods  representative of his intentions and influential on the form of the building. both building and design media are critically examined for correspondence between architectural principles and values important to the architect  media conventions and procedures fundamental to his design process  and formal structures and properties in the completed building.
1995,culverson  p f.,constraining designers and their cad tools,the author proposes (in the context of electronics design) to constrain the creativity of designers (and their use of cad tools) to where it is most appropriate.
2011,d anjou  philippe.,an alternative model for ethical decision-making in design  a sartrean approach.,ethical decision-making models grounded in ethical frameworks comprehend elements of moral philosophy such as utilitarianism  deontology  and virtue ethics. this paper proposes an ethical decision-making model in design based on sartre s philosophy and ethics. the model aims at having the designer gain awareness and acceptance of his her freedom and responsibility in design practice. the paper argues that the model s achievement rests on how it addresses ethical dilemmas in design practice in relation to individual freedom and responsibility  and on its acknowledgment of complete subjectivity. (author abstract)
2011,d souza  newton  yoon  so-yeon  islam  zahidul.,understanding design skills of the generation y  an exploration through the vr-kids project.,as university instructors prepare to teach the current generation (generation y)  a dire need exists to continue learning and acquiring effective tools in teaching design to reach a different generation  since most instructors grew up in the baby boomer generation and the generation x cultures. the virtual reality for kids interested in design studies (vr-kids) project is an exploratory study to understand design skills of generation y within a digital environment  specifically virtual reality. using the second life interface and the multiple intelligence frame work students between the ages of 11 and 16 participated in the design of a virtual zoo. the project outlines the conception  application and evaluation of design skills within this interface. (author abstract)
2009,damle  amod  smith  philip j.,biasing cognitive processes during design  the effects of color.,the literature on design cognition indicates that  to avoid early fixation  designers should sketch the overall form for a design before focusing attention on the details of individual components. an empirical study was conducted to investigate how sketching tools can influence this cognitive process  specifically investigating the potential of color to cause gestalt-like perceptual grouping phenomena that induce early fixation on the details. the results indicate that design cognition was very strongly influenced by the introduction of color into the design environment  causing a substantial number of designers to ignore their training to sketch first the overall form. (author abstract)
1987,davies  bob.,royal designers on design. (london  design council  1986),describes how videodisc technology can enhance designers  decision-making experiences.
1993,davies  howard.,the impact of competitive structure and technological environment on design management  a case study of the uk touring caravan industry,the author explores the relationship between the structure of competition  the technological environment and the process of design management. the analysis shows that the industry examined is unattractive in structure and that the technological environment is highly restricted. as a result incumbent firms are obliged to find approaches to design management which are as inexpensive and risk-free as possible. the implication is that analyses of design management should take cognisance of competitive structure and technological environment when seeking to identify prescriptions for best practice.
1987,davies  r  talbot  r j.,experiencing ideas  identity  insight and the imago,an analysis of new right ideology as applied to architecture.
1987,davies  r  talbot  r j.,experiencing ideas  identity  insight and the imago,examines the factors influencing judgments made by assessors of award-winning buildings.
1992,davies  simon p  castell  adrian m.,contextualizing design  narrative and rationalization in empirical studies of software design,this paper addresses the notion that contextualization of the design process can lead to second-order accounts of design problem solving which may not adequately reflect the actual behaviour of designers. experimental work is briefly reported indicating differences between described and actual behaviour in a software design task. we examine ways in which contextualization might affect individual cognitive behaviour and using this framework we suggest reasons why divergent perspectives of the design process might arise and continue to endure. finally  we argue that design problem solving is host to a range of potential problems that are not typically encountered in psychological studies of other problem solving behaviour
1995,davies  simon p.,effects of concurrent verbalization on design problem solving,a significant amount of recent research in design studies has focused on the development of tools and notions intended to support various design activities by capturing the chain of reasoning behind particular design decisions. however  in order to be considered useful it seems clear that such methods should not only be able to provide an accurate description of the design process. but must also leave the nature of that process largely unaffected. this paper presents empirical findings which challenge both of these assumptions. experimental work is presented which suggests that concurrent verbal descriptions of a design activity may not map well onto the behaviour that such descriptions are intended to characterize. secondly  the findings presented here suggest that having to describe the design activity may affect the design process itself. this paper suggests that design descriptions are not only mediated by cognitive limitations but also grounded in the conventions of practice surrounding design activities.
1994,day  alan.,from map to model  the development of an urban information system,the author reports on a 3d computer-based model he has developed to aid design and planning at the urban scale. his paper reviews the origins of 3d urban design from mapping to modeling and he uses as a practical example a recently completed model of the city of bath. he identifies the major problems of developing useful low cost urban design tools and describes a multimedia system  known as microcosm  which may provide a workable final solution.
2006,dearden  andy.,designing as a conversation with digital materials,this paper explores donald schon s concept of design as a conversation with materials  in the context of designing digital systems. it proposes material utterance as a central event in designing. a material utterance is a situated communication act that depends on the particularities of speaker  audience  material and genre. the paper argues that  if digital designing differs from other forms of designing  then accounts for such differences must be sought by understanding the material properties of digital systems and the genres of practice that surround their use. perspectives from human-computer interaction (hci) and the psychology of programming are used to examine how such an understanding might be constructed. (author abstract)
2012,demirkan  halime  afacan  yasemin.,assessing creativity in design education  analysis of creativity factors in the first-year design studio.,the aim of this study is to explore creativity in design education and identify the creativity assessment indicators in the first-year design studio. a measurement tool of 41 items that consists of the artifact creativity  design elements and assembly of design elements were utilised for the assessment of 210 artifacts. results of the exploratory and confirmatory factor analysis indicated three main design creativity factors. the primary factor consists of the novelty and affective characteristics of artifact that are associated with its shape. the second factor has the elaboration characteristics that are integrated with its geometric and figure-ground relations and harmony of design elements. the third factor consists of rhythm  repetition  unity  order and number of design elements. (author abstract)
2008,demirkan  halime  demirbas  Ã¶ osman.,focus on the learning styles of freshman design students .,using kolb s experiential learning model  this study explores learning styles of freshman design students in three consecutive academic years. principal component analysis method is used to reduce the number of variables and classify them according to the priorities assigned to learning process by the design students. findings showed that the distribution of design students through learning style preference was concentrated in assimilating group with coordinates close to the intersection of the axes of the learning style type grid. the bipolar perceive dimension indicated that the freshman design students are more related to the analytical skills of theory building  quantitative analysis and technology. also  the bipolar process dimension showed that they have better behavioural skills compared to perceptual learning skills. (author abstract)
2010,design studies 31.Â 3 (may 2010)  311.,design studies award.,announcement of the winner of the 2009 design studies award for the best paper published in the  design studies  journal  awarded to linden ball of lancaster university  uk and bo christensen of copenhagen business school  denmark for their paper  analogical reasoning and mental simulation in design  two strategies linked to uncertainty resolution . the award is made annually to a paper that contributes an original piece of research or scholarship to the development of the field of design research  and is awarded jointly by the design research society and the journal publishers elsevier science.
2011,design studies 32.Â 4 (jul 2011)  416.,design studies award .,we are pleased to announce the winner of the 2010 design studies award  for the best paper published in the journal. the paper reports the use of performance-based techniques  in particular embodiment  to prototype a robot  spidercrab  that promotes dance improvisation with human partners. the work draws on interpretive research methods widely used in performance studies but still emergent within design. it posits the outcome as an  objectile   a continuous and potentially divergent iteration of prototypes is envisaged  rather than a singular product. we suggest that the quasi-complex system achieved in spidercrab offers a transferable model for design in pursuit of performative merging  and that enfolding tacit knowledge throughout the design process might benefit from the iterative and performative approaches outlined. (author abstract)
2008,desmet  pieter m.a.  nicolÃ¡s  juan carlos ortÃ­z  schoormans  jan p.,product personality in physical interaction.,the possibility of designing physical human-product interactions with predefined personalities was explored in two studies. in the first study  60 participants reported the personality of two devices that were developed to be identical in terms of appearance and different in terms of interaction style  i.e. dominant versus elegant. in the second study  75 respondents reported the personality of the same devices but this time with a dominant instead of a neutral appearance. the results indicated that it was possible to design interaction devices with different personalities  and that the effect of appearance is stronger than that of interaction style. (author abstract)
1994,dias  w.p.s  blockley  d i.,the integration of product and process models for design,the authors compare the modeling of products and processes  in order to identify structural similarities between the two. of two competing frameworks in which this correspondence is exploited  the prototype framework seems to be more suitable for automating design  while the blackboard framework seems to support both a greater complexity and greater flexibility of human interaction.
1989,dinham  sarah m.,teaching as design  theory  research and implications for design teaching,reflection on recent courses in architectural technology give indications of a useful pedagogy linking design reasoning and building construction thinking. building on the concept of thematic systems in architectural design  students were asked to generate variants on basic assembly situations in particular buildings. this was the basis for beginning to understand a systematic way of evaluating alternatives  as well as a way to take measure of the extent to which design intentions and considerations of architectural technology could be uncoupled.
1989,dinham  sarah m.,teaching as design  theory  research and implications for design teaching,thought development in design studies is the focus of this study. design-specific and global thought levels were related to creative experience. an instrument was constructed to measure thought positioning in design. a statistically significant difference was found between the level of thinking in design and creative experience.
2010,dogan  fehmi  nersessian  nancy j.,generic abstraction in design creativity  the case of staatsgalerie by james stirling.,this study examines the role of generic abstraction in architectural design  specifically how it facilitates exploration through formulation of a family of design schemes. we maintain that exploration in design  as it is in scientific discovery  is not solely based on serendipity  but that designers often strategically structure their explorations. we single out three instances of structuring through  generic abstraction  in the case study of staatsgalerie by stirling. we hypothesize that generic abstractions help designers to mentally simulate different spatial components which lead to the generation of a novel design conceptualization. in the case at hand  the abstraction processes were sustained within a distributed cognitive system that consisted of one senior and two junior designers together with external representations in the form of sketches and diagrams. (author abstract)
2009,dong  andy  kleinsmann  maaike  valkenburg  rianne.,affect-in-cognition through the language of appraisals.,the premise of this paper is that affect is a basis for rationality and that affective processing is a constituent component of design thinking. the paper focuses on the influence of the valence of affective judgments on design thinking. transcripts of design meetings are coded according to a formal  linguistic analysis of the semantic resources for appraisals  the display of sentiment and subjectivity in language. the research indicates that the appetitive or aversive orientation of appraisals has design thinking consequences on knowledge integration and generation. during knowledge integration  negative appraisals accompany periods of technical analysis and engineering new design solutions  conversely  positive appraisals accompany a reliance on general knowledge and background experience. during knowledge generation  positive appraisals are associated with the creation of knowledge while negative appraisals are associated with  being stuck . (author abstract)
2007,dong  andy.,the enactment of design through language,if designers engage in a conversation with the situation they are shaping as donald schon theorizes  how is design materialized through these conversations? if language metonymically refers to design by intertwining with designers in an ontological circuit of recognition that harnesses and represents that which can be conversed and said  does language itself participate in the enactment of design? this article introduces the performative aspects of the language of design  aggregation  accumulation  and appraisal. forms of semantics and grammatical structures of design text are lines of compositions through which these performative aspects enact design practice and actualize the designed work. reviews of theories of performativity and empirical studies of the language of design show a connection between what is said and written about design ing and the productive force of language. (author abstract)
2006,dorst  kees  royakkers  lamber.,the design analogy  a model for moral problem solving,in this paper we explore an analogy between design and ethics  first drawn by whitbeck. we investigate her claim that such an analogy can help to understand moral problems and aid us in dealing with them by suggesting strategies for addressing moral problems. we explore the nature of analogies  and extract criteria for what constitutes a  good  analogy. we use some of the established knowledge about design and design reasoning to consider critically and to extend whitbeck s design analogy. we establish the practical merits of the design analogy in a thought experiment  solving a moral problem in a manner that is closely modelled on a design method. our conclusions include suggestions for further research and a fledgling vision of the future role of design methodology. we propose that the design analogy could be fruitful in shedding light on problem solving in various areas of human endeavour not traditionally associated with design. (author abstract)
1995,dorst  kees.,analysing design activity,a special issue of  design issues  on analysing design activity. contents   analysing design activity  new directions in protocol analysis  (introduction) by kees dorst (pp.139-142)   observations of teamwork and social processes in design  by nigel cross and anita clayburn cross (pp.143-170)   use of episodic knowledge and information in design problem solving  by willemien visser (pp.171-188)  the designer as a team of one  by gabriela goldschmidt (pp.189-209)   design protocol data and novel design decisions  by omer akin and chengtah lin (pp.211-236)   can concurrent verbalization reveal design cognition?  by peter lloyd  brian lawson and peter scott (pp.237-260)   comparing paradigms for teaching design activity  by kees dorst and judith dijkhuis (pp.261-274)  and  viewpoint. observing the observers  research issues in analysing design activity  by rivka oxman (pp.275-283).
2011,dorst  kees.,the core of  design thinking  and its application.,in the last few years  design thinking has gained popularity - it is now seen as an exciting new paradigm for dealing with problems in sectors as far a field as it  business  education and medicine. this potential success challenges the design research community to provide unambiguous answers to two key questions  what is the core of design thinking? and what could it bring to practitioners and organisations in other fields?. we sketch a partial answer by considering the fundamental reasoning pattern behind design  and then looking at the core design practices of framing and frame creation. the paper ends with an exploration of the way in which these core design practices can be adopted for organisational problem solving and innovation. (author abstract)
2008,dorta  tomÃ¡s  pÃ©rez  edgar  lesage  annemarie.,the ideation gap  hybrid tools  design flow and practice,ideation is still done with traditional analog manual tools because current computer interfaces are inconsistent with the needs of designers. the hybrid ideation space (his) was developed to respond to this lack by augmenting analog tools with digital capabilities respecting the designer s needs for uninterrupted reflective conversation with the representation that should  in turn  enrich ideation. to assess ideation  we have developed the notion of design flow  which considers the pattern of multiple dimensions involved in ideation. design practitioners testing the his showed that ideation was well supported in synchronous  individual or team settings. (author abstract)
1990,dovey  kimberly.,the pattern language and its enemies,the incorporation of precedents into a present design situation by adaptation  restructuring and reformulation depends upon process of typification and generalization. the function of prototypes as a characteristic form of generalized and structured knowledge in design is described. a precedent-based design model employing memory-based reasoning is proposed. it is argued that typological concepts can serve as a matching level between situation types and solution types. in such an approach both the organization of structured knowledge and the mechanisms of matching to prior knowledge such as cross-indexing and analogy appear to be of seminal importance. a memory-based reasoning process in routine  innovative and creative design is postulated. this is based on concepts of dynamic and episodic memory. relevant work in the fields of memory  organization  machine learning and analogical reasoning is considered with respect to its significance to the field of knowledge-based design.
1988,eckersley  michael.,the form of design processes  a protocol analysis study,a report from a research group at the massachusetts institute of technology describing a computer program  the constraint manager  developed both as a practical tool and to offer insight into design reasoning  understood as the exploration of constraints. the basic concepts  structure and application of the program are described. two extensions of the program are proposed  a mechanism for incorporating diagrams  and connecting the program to a system for retrieving and using visual design references.
2009,eilouti  buthayna hasan.,design knowledge recycling using precedent-based analysis and synthesis models.,new models of abstracted typological classes that encode forms  functions  processes  concepts  scenarios  principles and components of previous design products are introduced. they are presented as seven precedent-based knowledge management constructs that depart from the dissection of existing design compositions into simple explicit forms in order to facilitate classifying  analyzing and reusing their information to derive new designs. they aim to formulate reference prototypes that may help guide pre-design reasoning  inspire design processing  and direct post-design evaluation. the research design consists of theoretical  action and survey researches. these are applied to devise the models  involve participants in improving their designing techniques  and test participants  feedback  respectively. examples and results of the action and survey researches are illustrated and discussed. (author abstract)
1994,favela  jesus  imai  kenji  connor  jerome j.,hypermedia support for collaborative design,this paper proposes the use of hypermedia technologies to enhance collaborative engineering design by allowing the grounding of abstract concepts with links to related multimedia information. the extension of a collaborative design support tool using these technologies is presented and its advantages illustrated with an example of the design of a building s floor system.
1987,fawcett  william.,a note on the logic of designers,an attempt to understand the relationship between certain aspects of residential environment in urban agglomerations and the psychology of their inhabitants.
1995,foque  richard  lammineur  martine.,designing for patients  a strategy for introducing human scale in hospital design,richard foque and martine lammineur of foque-denkens-adriens-adrianssens architects  describe how they approached the challenge of creating an attractive and stimulating living  recreational and educational environment at de bijtjes hospital  a 150-bed hospital for the treatment of children and young adults with locomotive and neurological disorders  located in the grounds of the former castle of inkendael in belgium.
1990,fowles  robert a.,teaching architecture  a complete action,the design work of two groups of students*  226 in total  entering engineering and industrial design courses was studied using the retrospective review method. the design methodologies adopted  their commission skills  and the technical knowledge expressed in their designs were compared. the analysis showed that experience and choice of course had a significant influence on the development of design ability.
1995,fowles  robert.,teymer  necdet. architectural education  issues in educational practice and policy. (london  ?uestion press  1992),none available.
1988,francis  mark.,negotiating between children and adult design values in open space projects,the constraint manager is a computer program developed to study the idea of designing as exploring constraints. this article combines a status report on our current research with speculation about future directions. we describe the basic structure and operation of the program  applications in several domains  and the development of constraint-based design environments  or specialized  labs . to support more comprehensive designing  two extensions to the constraint manager are proposed  one a mechanism for designing and reasoning with diagrams  another a means of integrating the constraint manager with a visual reference facility. (abstract).
1994,franz  jill m.,a critical framework for methodological research in architecture,the author reviews a cross-section of methodological studies in architecture and observes that this research  for the most part  has operated with an understanding of the world  which regards people and objects as discrete entities. she argues that this dualist understanding prevents the implementation gap between design research and practice from closing.
1989,french  michael.,the design of torsion catapults,considers the evolution of knowledge-based systems in relation to design activity. the problem of knowledge elicitation and the variability of the constraints at each level of design are considered and conclusions drawn in terms of conventional and novel products. a hypothesis is proposed covering the conceptual design spectrum  which suggests that the way forward is via a system of linked knowledge modules  to be designed using multi-disciplinary teams  since knowledge-based systems can and should be considered as products in their own right.
2008,galle  per.,candidate worldviews for design theory.,our growing body of design theory risks being infected by more inconsistency than is justifiable by genuine disagreement among design theorists. taking my cue from c. s. peirce  who argued that theory inevitably rests on basic metaphysical assumptions that theorists ought to be critically aware of  i demonstrate how  insidious inconsistency  may infect design theory if we ignore his admonition. as a possible remedy  i propose a method by which the philosophy of design may develop sound metaphysical foundations ( worldviews ) for design theory - and generate philosophical insights into design at the same time. examples are given of how the first steps of the method may be carried out and a number of candidate worldviews are outlined and briefly discussed. in its own way  each worldview answers certain fundamental questions about the nature of design. these include the ontological question of what the subject matter of design might be  and the epistemological question of how designers can rely on their predictions about the properties of a potentially novel artefact. the purpose of the paper is not to attempt any definitive answers to such questions  but rather to draw critical attention to the metaphysical (pre-empirical) and conceptual foundations of design theory. (author abstract)
2009,galle  per.,the ontology of gero s fbs model of designing .,recent work by vermaas and dorst has led to constructive criticism and conceptual clarification of gero s fbs (function-behaviour-structure) model of designing. in this paper vermaas  and dorst s version of the model is scrutinized  with an emphasis on its temporal aspect and ontological implications. regarding the latter  the model is found to be in need of amendment and further refinement to ensure its clarity and logical coherence. to this end  two alternative modifications of the model are developed. these results are not claimed to be of immediate practical use to designers. rather  they are intended to contribute to a reliable conceptual foundation for research and tool development that may aim more directly at supporting design practice. (author abstract)
2011,galle  per.,technical functions  on the use and design of artefacts.,review of the book  technical functions  on the use and design of artefacts  (philosophy of engineering and technology  volume 1) by wybo houkes and pieter e. vermaas (dordrecht  springer  2010). 175pp. book examining the functions of technical artefacts  in particular material objects made to serve practical purposes. review notes that it is intended for a rather exclusive audience  mainly targeting philosophers of technology  but examines the book in terms of what it offers designers or design theorists. book provides a sophisticated understanding of function  showing how this is intimately connected to other central concepts such as using and designing. notes that the most valuable insight from the book for a design-orientated reader is that the key concepts of design should not be defined and grasped in isolation. it is a work of academic philosophy  involving lengthy and densely argued analyses. however  the use of outlines  abstracts  tables to highlight important passages  frequent recaps  and persuasive examples to illustrate definitions and arguments helps to guide the reader. concludes that it would have been interesting to also include non-technical artefacts  with a function theory applicable to artefacts in general. (quotes from original text)
1994,ganeshan  rajaram  garrett  james  finger  susan.,a framework for representing design intent,this paper presents a framework for interactively capturing the history of a design process. this history includes not only  how  but also  why  the design evolves as it does. we discuss the components of this framework and the representation of the design history. an example in the domain of spatial layouts for small buildings demonstrates how the design history may be used to explain design decisions and to support changes to the design.
1987,gartshore  p  collacott  h c.,visions of videodisc potential,the cognitive dissonance experience in buying a cad system by the architectural professionals in singapore was studied in terms of the factors considered in acquisition.
2012,gemser  gerda  de bont  cees  hekkert  paul  friedman  ken.,quality perceptions of design journals  the design scholars  perspective.,the primary objectives of this study were to identify a set of journals that report on industrial design research and to propose quality rankings of those journals. based on an online survey  design journals were assessed in terms of two quality metrics  popularity and indexed average rank position. we find that both general and specialized design journals are highly valued and that geographic origin and academic background can be related with journal rankings. the results of the study offer a guide to both evaluators and those evaluated when judging or selecting research outlets. (author abstract)
2012,gerber  elizabeth  carroll  maureen.,the psychological experience of prototyping.,while scholars have studied what design practices accomplish  few have considered how people feel when enacting these practices. an eighteen-month ethnographic study of a high-tech firm examined the psychological experience of engaging in the practice of low-fidelity prototyping. the study finds that the production and rapid visualization of multiple ideas through low-fidelity prototyping allows practitioners to reframe failure as an opportunity for learning  supports a sense of forward progress  and strengthens beliefs about creative ability. results suggest how design work practices can be designed to help employees manage in uncertain conditions. (author abstract)
1993,gero  john s  kumar  bimal.,expanding design spaces through new design variables,the authors analyse design as a rational process amenable to the mathematical handling of its variables.
1988,goel  vinod.,complicating the `logic of design ,an attempt to define precisely how designers perceive and learn about their world.
1994,goggin  phillip a.,an appraisal of ecolabelling from a design perspective,this paper considers the design implications of the european ecolabelling scheme. the aims and procedures of this product level market instrument are examined and appraised with regard to impact on product design. the paper concludes that ecolabelling  as presently defined  will have a limited affect on promoting widespread design and provision of environmentally sensitive products. a  product selection model  is therefore proposed that makes for more effective ecolabelling. this in turn is developed to provide an  ecodesign emphasis model  to indicate design options that can shift products towards an optimum and sustainable  green  target.
2011,goldschmidt  gabriela  sever  anat litan.,inspiring design ideas with texts .,a design is said to be as successful as the leading idea that drives it is. mature designers make frequent use of  stock ideas  accumulated over time and stored in memory and personal archives. novices do not yet possess developed collections of sources that can be tapped. in this study it was hypothesized that stimuli in the form of texts presented to student-designers along with a design problem  would improve the quality of their design solution. results show that text-stimuli yield designs that receive higher originality grades compared to a no-stimulus condition  but practicality is not affected. we propose that textual stimuli may be useful as part of the design process and as a pedagogical tool in the design studio. (author abstract)
2006,goldschmidt  gabriela  smolkov  maria.,variances in the impact of visual stimuli on design problem solving performance,research in cognitive psychology and in design thinking has shown that the generation of inner representations in imagery and external representations via sketching are instrumental in design problem solving. in this paper we focus on another facet of visual representation in design  the  consumption  of external visual representations  regarded as stimuli  when those are present in the designer s work environment. an empirical study revealed that the presence of visual stimuli of different kinds can affect performance  measured in terms of practicality  originality and creativity scores attained by designs developed by subjects under different conditions. the findings suggest that the effect of stimuli is contingent on the type of the design problem that is being solved. (author abstract)
1994,goldschmidt  gabriela.,on visual design thinking  the vis kids of architecture,the author examines the way designers not only use imagery in devising new form concepts  represented through sketching  but also reverse this process using the sketches to generate mental images. she proposes that although cognitive science is dominated by linguistic paradigm  in fact the apparently intuitive visual thinking of designers constitutes a rational mode of reasoning involving a systematic exchange between conceptual and figural arguments. she asserts that intuitive visuality must be optimised rather than bypassed  supporting the assertion with evidence from architects  sketches.
1987,gorb  peter  dumas  angela.,silent design,a study of the nature of creativity. examines the moment of insight as described in a series of in-depth interviews with royal designers for industry.
1987,gorb  peter  dumas  angela.,silent design,this paper is based upon the premise that computers can do more than just  number crunching  to assist a designer in his task. key features of the design process where traditional computer-aided design approaches have had limited success are presented. the approach of expert systems which shows promise of assisting in these features  is outlined and a system based on this approach  designer  described. this system can be applied to any numerical design problem and is illustrated through an example from preliminary ship design.
1990,greenaway  philip.,selecting landscape architecture students  measuring design aptitude,design creativity and expertise often exist simultaneously. forms of expertise well documented in the literature include recognizing a creative solution  structuring and restructuring of the solution domain  and the transformation of declarative into procedural knowledge during expertise acquisition. to relate these arguments to creativity requires further research which is justifiable  based on our current knowledge.
1987,gregory  s a.,design support environment  expert systems,a report on the conference  information technology and people  designing for the future   held at the royal society  london  in 1987.
1988,gross  mark d  ervin  stephen m  anderson  james a  fleischer  aaron.,constraints  knowledge representation in design,a report on research at the massachusetts institute of technology describing a comparative study of four expert systems for designers. the four programs are assessed with a view to incorporation into more complex programs  knowledge-based design systems  that can operate as consultant  critic and designer. future research will seek a methodology for acquiring design knowledge. a report from a research group at the massachusetts institute of technology describing the use of games as models for the designing process  seen as a social process in which designers manipulate configurations under agreed rules. the conceptual organization of the games is described  they are used to isolate particular design concepts for analysis  and changing the rules of the game changes the concept to be explored. nine games elucidating a variety of design concepts are described  and the authors defend their methodology.
2009,gruenther  kristen  bailey  reid  wilson  jennifer  plucker  charles  hashmi  hiba.,the influence of prior industry experience and multidisciplinary teamwork on student design learning in a capstone design course.,this study compares the design process knowledge of students before and after a capstone design course. the influence of having prior industrial experience or being on a multidisciplinary capstone project on design process knowledge is also investigated. to assess design process knowledge  students critiqued a proposed design process  their responses were evaluated with a rubric that focuses on seven traits of design process knowledge. results indicate that a capstone experience increases students  understanding of needs identification  the overall layout of a design process  and relative time allotments of different design activities. a capstone course also reduced the differences seen before this study between students with and without prior industrial experience. students in multidisciplinary and single disciplinary capstone courses performed similarly. (author abstract)
