date,author,title,text
1990,costigan-eaves  patricia.,some observations on the design of william playfair s line graphics,while the statistician william playfair (1759-1823) has been credited with having  invented  bar  circle and pie graphics  it was line graphics he favoured most and used most frequently. the author subjects playfair s approach to line graphics to a systematic scrutiny and analysis.
2003,cronk  frank  dacey  jill  taugher  colleen.,breaking barriers  a model for educating a university community,text of a paper given by the authors at the infodesign ed conference in reading  england (2002)  in which they discuss the development of an inter-disciplinary information design course at the university of idaho. they identify the importance of information design for effective transfer of information  outline their course content including practical production experience  and describe the recruitment of a multi-disciplinary team. they describe the development of the art 110 visual communication course  discuss examples of projects highlighting the logic project  the critical thinking project  the mapping project and the butte project  and outline the implications of their studies for foundation courses in drawing and design. they conclude by recommending the integration of the information design programme into the art and design curriculum and offer advice on developing inter-disciplinary courses.
2002,cronk  frank  dacey  jill  taugher  colleen.,breaking barriers  a model for educating a university community,the purpose of this paper is threefold. we summarize our experiences in building a multi-disciplinary capstone information design course that included faculty  staff  and students from art  computer science  business  communications  sociology  music  philosophy  mathematics  and education. we discuss ways in which findings from this course have impacted our programs in the foundation studies of drawing and design. finally  we provide specific examples of projects and best practices advice for coping with the challenges of working in a multi-disciplinary atmosphere. our best practices advice extends to developing an information design program that is fully integrated into a larger art and design curriculum and the greater university. (original abstract)
2009,cronk  frank  dacey  jill.,the idx mission  information design exchange,working internationally and cross-culturally  a group of institutions of higher education in the us and the ec  under the leadership of the international institute for information design (iiid) worked for four years (2003-2007) to develop a sustainable program of student and faculty exchange and develop core competencies in information design education. the program was jointly administered and funded by the fund for the improvement of postsecondary education (fipse) and the european commission s directorate general for education and culture. the results of that program are documented here  setting out the competencies developed and assessment of the student and faculty exchanges. adapted from the source document.
2009,cronk  frank  dacey  jill.,the idx mission  information design exchange.,working internationally and cross-culturally  a group of institutions of higher education in the us and the ec  under the leadership of the international institute for information design (iiid) worked for four years (2003-2007) to develop a sustainable program of student and faculty exchange and develop core competencies in information design education. the program was jointly administered and funded by the fund for the improvement of postsecondary education (fipse) and the european commission s directorate general for education and culture. the results of that program are documented here  setting out the competencies developed and assessment of the student and faculty exchanges. (author abstract)
1990,cuming  geoffrey.,liturgical typography  a plea for sense-lining,an argument for  sense-lining   the use of semantically- or syntactically-governed line breaks as an aid to clarity in the typographic presentation of texts.
1998,cutts  m.,unspeakable acts revisited,follow up to an article in  information design journal  7 (2) 1993 which described the first part of a private project to rewrite a uk act of parliament into  plain language . tests the author s version of the timeshare act 1992 against the original real act. also mentions uk government plans to spend Â£26 million over the next 5 years in rewriting the entire body of tax law. (original abstract - amended)
1993,cutts  m.,unspeakable acts,obscurity in the law is against the public interest. briefly outlines the early results of a project to rewrite and redesign a recent law  providing a total revision of the wording  structure and typography of the timeshare act  1992.
2001,daru  myriam.,jacques bertin and the graphic essence of data,discusses the theory of graphics by jacques bertin  which he published in the book entitled la semiologie graphique  diagrammes  resaux  cartes (paris  gauthiers-villars & mouton  1967). the author traces bertin s career and assesses the impact his theory has had on further research and the practice of information design.
1989,daru  myriam.,the culture of quantitative graphicacy,the author concludes that although quantitative graphics are a pervasive phenomenon in our daily lives  their use has developed along lines which are not rational  but connected to historical evolution. real quantative graphicacy is still uncommon. in the field of thematic cartography  quantative graphicacy is badly needed. but the skills needed for reading  interpreting and producing maps imply more than quantative graphicacy alone... better insights on quantative graphicacy are in demand. the consequence of quantative graphicacy would probably lead to a rejection of what a charting program has to offer in spite of the superficial attractiveness of its graphical skills.
2001,daru  myriam.,jacques bertin and the graphic essence of data,the author examines the ideas of the french graphic designer jacques bertin  as expressed in his book  la semiologie graphique  diagrammes  resaux  cartes  (paris  gauthiers-villars & mouton  1967). he traces bertin s career and assesses the impact his ideas have had on the research and the practice of information design  with particular reference to cartography.
1989,daru  myriam.,the culture of quantitative graphicacy,the text of a paper delivered at the information design conference in dec. 1986  in which the author discusses quantitative graphics as a means of communicating information. historically such graphics have been used as instruments of political control  tools for business  and in the acquisition and dissemination of knowledge. the history of quantitative graphics is traced from early social pioneers such as the physiocrats to pioneers of the modern movement and present-day pictograms  and it is shown that to be effective quantitive graphics must combine all the essential properties of substantive  statistical and artistic correctness. the author particularly regrets the failure of quantitative graphicacy in the field of thematic cartography.
2009,de cossio  maria gonzalez.,social mobility in mexico  graphs that help in understanding the relation between education and socio-economic level.,this information design study is based on a social mobility survey developed in mexico that investigated how people are moving - between generations - from one socioeconomic level to the next. the aim of the design project is to offer data visualizations to help people from different backgrounds understand complex issues  such as the relationship between level of education and income level. the visualizations consist of bar graphs in motion and images that help users identify themselves with various living situations. the graphs were tested among different users to confirm their effectiveness. (author abstract)
2011,de graaf  anneke  hustinx  lettica.,the effect of story structure on emotion  transportation  and persuasion.,generally  narratives are read for entertainment purposes. readers want to enjoy the story and forget about their everyday life for a while. however  more and more  narratives are believed not just to entertain but also to influence people s beliefs and attitudes toward the real world. for instance  in the netherlands  a project for teenagers who committed minor offences uses stories to make them aware of the risks of group pressure and the consequences of violence and theft for the victims (biblioplus  2007). as another example  health messages are being embedded in daytime soap operas to inform viewers about health risks and motivate them to adopt healthy behavior (kennedy  o leary  beck  pollard & simpson  2004). since people do not generally perceive stories as relating to their real world but rather see narratives as entertainment and escape from this real world (nell  1988)  it can questioned whether narratives actually have effects on readers  real-world beliefs and attitudes. (author abstract)
2008,de souza  josÃ© marconi bezerra  dyson  mary.,are animated demonstrations the clearest and most comfortable way to communicate on-screen instructions?,this study uses preference measurements to compare participants  perceptions of nine versions of on-screen instructions and aims to discover the ones users consider to be the clearest and most comfortable to use. instructions are divided into 3 categories  composite  synoptic and animated demonstrations. a group of twenty-four adult participants ranked instructions  first within the same category and then between categories. even though no data was gathered to suggest which type of instruction will lead to better learning  the results show that animations are perceived as being the clearest and most comfortable to use. users are likely to welcome animations  particularly for learning highly dynamic and non-intuitive software drawing tasks (i.e.  using bezier tools). (author abstract)
2005,de stadler  leon g.,knowing your culture  the difficulty of measuring culture,discusses a research project - the epidasa project (the effectiveness of public information documents on aids in south africa) by colleagues from six south african universities. the project relates to document design and public information  in this case  aids hiv documentation  in south africa. the project has identified that it is important to understand the different cultural dimensions people live in  in order to communicate the messages about aids in those terms. the complicated cultural variance in south africa has highlighted that there is still much research work to be done in order to reach different target audiences.
2005,de stadler  leon g.,knowing your culture  the difficulty of measuring culture,document design theorists and practitioners will all agree on one thing  that culture plays an important role in document design. we can all cite examples where culture seems to have an influence on the way in which a document is designed. in this very series on problems in the field i have discussed the example of the document design of banking brochures in south africa (de stadler  2002)  showing how  assuming the cultural divide between individualistic and collectivistic cultures in south africa  these particular documents reflected a strong individualistic bias in their content and other design features. i also indicated how alienating these designs could be  but to research this alienating effect in a scientifically acceptable manner would entail  among other things  that we do reader-focused research where the cultural orientation and associated values of respondents would take center stage. the question is whether we have the instruments to determine the cultural orientation of the readers that participate in the document design or document research processes that we keep ourselves busy with? (original abstract)
2004,de stadler  leon g.,assessing document quality  not as easy as one might think. quality assessment in a multicultural environment,this article focuses on the usability of quality-assessment methods in designing documents for a multicultural society. the case discussed is a project run by the unit for document design of the language centre of the stellenbosch university for seta (sector education and training authority) in south africa. (original abstract)
2006,de stadler  leon.,is this who we are? making your documentation reflect your image,an article putting forward the argument that companies and institutions should have specialist help from a document design specialist in order to ensure that they convey the desired image of their organisation when communicating with others. it comments that organisations usually know the image and culture that they wish to portray but questions whether they put their desired culture into practice and communicate it to others. the article presents the results of research and analyses of the internal and external communications of a south african university  and concludes that the results indicate that organisations have difficulty realising their image and culture in their relationships with others.
2006,de stadler  leon.,is this who we are? making your documentation reflect your image.,discusses the problems experienced by many organizations and companies in conveying their institutional culture or desired image in their documentation. reports on the work undertaken at the department of afrikaans and dutch  stellenbosch university  south africa  to determine the extent too which those working in the organizations actually live the institutional culture and whether they portray their desired image. some of the examples that the researchers produced during the research are reported and these indicated that there is a need to do more research on their behalf.
2005,de vreese  claes h.,news framing  theory and typology,the increasing popularity of the framing concept in media analysis goes hand in hand with significant inconsistency in its application. this paper outlines an integrated process model of framing that includes production  content  and media use perspectives. a typology of generic and issue-specific frames is proposed based on previous studies of media frames. an example is given of how generic news frames may be identified and used to understand cross-national differences in news coverage. the paper concludes with an identification of contentious issues in current framing research. (original abstract)
2003,delin  judy  bateman  john  allen  patrick.,a model of genre in document layout,proposes an analytic framework for describing the genre of visual documents. the authors clarify the theoretical premises of their research project  entitled  i genre and multimodality  a computer model of genre in document layout  i   and their understanding of the notion of genre. they detail the five different levels of analysis - content structure  rhetorical structure  layout structure  navigation structure  and linguistic structure - and the three sets of constraints - canvas constraints  production constraints  and consumption constraints - which their model takes into account  and illustrate its potential by applying it to a reference document from an encyclopaedia for young readers depicting a tiger  and by showing how the relationships that exist between the various levels of description might facilitate critical thinking about design and layout.
2011,desnoyers  luc.,visuals and text in scientific articles.,an analysis was conducted on the differential use of visuals in articles published in the 2005 issues of ergonomics periodicals. review papers present the smallest number of visuals  mostly organigrams and qualitative tables. methodological papers follow  with a below average use of all visuals. modelling theoretical papers use the largest number of visuals  particularly sketches  curvigrams  organigrams  and equations. experimental papers follow  with the highest use of histograms  dot curvigrams  and photographs. finally enquiries observations use mostly quantative tables. such results point to the relative specificity of visuals and should be helpful in training future scientists and improving guidelines in periodicals. (author abstract)
2010,dickinson  david  teather  jane  gallina  suzy  newsom-davis  emily.,medicine package leaflets - does good design matter?,medicine package leaflets are the only regulated source of information about their medicines that some people will ever see. european law requires that they are written and designed to be clear and understandable to general users. most regulatory activities concentrate on text review. how much does good design matter? the preliminary study used two different presentations of an identical text  with and without features of design best practice  and subjected it to user testing stipulated by a european commission guideline. results suggest that good design makes the difference between a pass and a fail  and assists readers in searching for key information. (author abstract)
2007,djonov  emilia.,website hierarchy and the interaction between content organization  webpage and navigation design  a systemic functional hypermedia discourse analysis perspective,website hierarchy is a central principle for organizing information in websites with implications for user orientation on the web. employing websites for children as case studies  this paper proposes a conceptualization of website hierarchy developed by adapting a tool from systemic functional linguistics to the analysis of websites. this new conceptualization draws on the strengths and reconciles the differences of existing ones in order to reflect the fluidity of websites as hypermedia texts on the www and the role that the interaction between content organization  webpage and navigation design plays in revealing a website s hierarchical organization and thereby orienting users within it. (author abstract)
2007,djonov  emilia.,website hierarchy and the interaction between content organization  webpage and navigation design  a systemic functional hypermedia discourse analysis perspective.,website hierarchy is a central principle for organizing information in websites with implications for user orientation on the web. employing websites for children as case studies  this paper proposes a conceptualization of website hierarchy developed by adapting a tool from systemic functional linguistics to the analysis of websites. this new conceptualization draws on the strengths and reconciles the differences of existing ones in order to reflect the fluidity of websites as hypermedia texts on the www and the role that the interaction between content organization  webpage and navigation design plays in revealing a website s hierarchical organization and thereby orienting users within it. adapted from the source document.
1980,doblin  jay.,information and design  the essential relation,the author has been examining for the last 10 years the essential relationship between information and design. aims to explain the assertion that the purpose of all design is to produce information which is used to control a product s performance and appearance.
2011,dolk  simone  lentz  leo  knapp  peter  maat  henk pander  raynor  theo.,headline section in patient information leaflets  does it improve reading performance and perception?,the uk medicines and healthcare products regulatory agency (mhra) has suggested including a  headline section  in patient information leaflets  which gives an overview of the key information related to the safe and effective use of the medicine. what is the value of such a headline section on the perception and effectiveness of the leaflet? a user test with eighty participants did not reveal differences in how well participants could find and understand information in the leaflets. however  when asked for their general impressions of the headline section  most participants evaluated it positively. (author abstract)
2007,dos santos lonsdale  maria.,does typographic design of examination materials affect performance?,the present paper reports three experiments investigating the effect typographic design of examination materials has on performance. significant differences in performance were always found in all three experiments. these differences were always in favour of text and or question and answer sheet layouts conforming to legibility guidelines. participants also considered the questions with these layouts easy to answer. the main conclusion was that text and question and answer sheet layouts displaying a combination of typographic features intended to improve legibility facilitate efficient search reading and answering of questions at the perceptual level of reading. the effect of typographic layout on performance should therefore be considered in order to construct valid and reliable examination materials. adapted from the source document.
2001,drucker  j  mcgann  j.,images as the text  pictographs and pictographic rhetoric,contribution to part of an issue on the theme of pictograms. proposes an abstract rhetoric of relations for graphic forms. this rhetoric provides the primary groundwork for conceptualizing information design in visual and textual environments  not on the basis of their specific content or form  but at a level of organizational structure usually left inexplicit. posits the concept of a pictographic rhetoric  or metagraphic rhetoric  as a useful way of making explicit the abstract ordering of elements in texts  images and graphic forms. these principles  critical to writing systems  also underlie the structure of graphs and diagrams of various kinds. furthermore  they can be used to make explicit the rhetorical effects of the structure of inscribed or printed texts in their embodied  visual terms. (original abstract - amended)
2001,drucker  johanna  mcgann  jerome.,images as the text  pictographs and pictographic rhetoric,discusses the importance of abstract rhetoric in the conceptualizing of visual and textual forms. the authors consider the functions of a pictograph  examine early writing practices in ancient sumer  and explores the rhetoric of the pictograph with reference to early pictographic writing systems developed by joachim becher and bishop john wilkins. they relate these systems to the representation of logic by the american philosopher charles pierce  consider the idea of a book as a structured field with reference to poems by lord byron  and suggest that the presentation of text and images often conceals their rhetorical operation in our meaning system.
2000,drucker  johanna  mcgann  jerome.,images as the text  pictographs and pictographic rhetoric,in this paper we are proposing an abstract rhetoric of relations for graphic forms. this rhetoric provides the primary groundwork for conceptualizing information design in visual & textual environments  not on the basis of their specific content or form  but at a level of organizational structure usually left inexplicit. our premise is that the concept of a pictographic rhetoric  or metagraphic rhetoric  is a useful way of making explicit the abstract ordering of elements in texts  images  & graphic forms. these principles  critical to writing systems  pictographic & otherwise  also underlie the structure of graphs & diagrams of various kinds. furthermore  they can be used to make explicit the rhetorical effects of the structure of inscribed or printed texts in their embodied  visual terms. 6 figures. adapted from the source document
2006,duman  mark.,producing patient information  how to research  develop and produce effective information resources.,book review abstract. london  king s fund  2003  pagination price not reported. isbn 1857174704. reviewed by rick iedema.
2011,durÃ£o  rosÃ¡rio.,the design of online complaint forms  a comparison of american and portuguese examples.,the internet is uniquely suited to making complaining easier. but some governments (for example the portuguese government in this study) do not make special provision for complaining online  and organisations in general seem disinterested or  at best  hesitant about including complaint forms on their websites. this situation results from a lack of studies and guidelines about the design of complaint forms in general and  especially  online  both from a national and international perspective. this paper attempts to fill this gap through analyzing 64 online complaint forms from both the competitive and monopolistic market sectors in portugal and the united states  where the citizen s right to complain is protected. from the results  two sets of four prototypes  a heuristics-based annotated universal wireframe  and a set of 12 best practice guidelines were designed. the first set of prototypes displays the conventional verbal and visual features of the selected forms. the second set combines the features of these prototypes with those of the universal wireframe  and the best practice guidelines. (author abstract)
2004,duszek  roman.,the warsaw subway signage system,this presentation introduces the mental process  analysis and evaluation applied by designers during their work on the warsaw subway signage system project. users  points of view were predominant in the design procedure. establishing the groups of potential information receivers and their needs allowed designers to define the scope of the system and areas it was to cover. envisioning the street-train-street path of users permitted designers to build the conceptual model that defined the design problems and solutions. the cross-section design of the station and researched path allowed for planning information components and defining their locations. the analytical method was used both in the system design and in working out some of its elements. a user oriented from the inside out method was adopted  in which lettering and symbol sizes were dictated by reading distance and spatial relationships of information to users. (original abstract)
2008,eisenlauer  volker j  hoffmann  christian r.,the metapragmatics of remediated text design,as discourse increasingly depends on digital technologies  this article proposes an integrative view of text and the digital medium. as will be shown  authors and users of hypertexts constantly reflect on the appropriateness of manifold structural bonds holding between text composition and text design. in metapragmatic reflections  the users readers relate a text s audio-visual information to their previous knowledge of text design conventions. to describe the intermedial dimension of our metapragmatic analysis  we shall draw on bolter and grusin s theory of remediation (1999). defining four elemental phases of remediation will then help to ascertain the full metapragmatic potential of text design for meaning-making processes in both new and old media. adapted from the source document
2010,enschot  renske van  beckers  cyrella  van mulken  margot.,rhetorical figures in tv commercials. the occurrence of schemes and tropes and their effects on commercial likeability.,studies on print advertising have demonstrated that the use of rhetorical devices enhances ad likeability (e.g.  van enschot  hoeken  & van mulken  2008). in this study  content analysis data are mapped to real consumer response data obtained from a sample of 199 real-life tv commercials. the content analysis showed that schemes and tropes occur in almost all tv commercials  in the verbal  visual and verbopictorial mode. tropes occur most often. above this  commercials with tropes are liked better than commercials with schemes and commercials with scheme-trope combinations. perceived comprehensibility does not influence the effect of commercials with tropes and scheme-trope combinations on commercial likeability. (author abstract)
2004,ervin  wes.,visualizing uncertainty. the graphical representation of risk in investor communications,we all have an intuitive grasp of financial risk. it s an intangible  a possibility  both an opportunity and a danger. but one thing is certain  without risk there can be no reward. nothing ventured  nothing gained. this article considers how information design can be used to help laymen investors better understand and manage their financial risk. many firms in the financial-services industry are doing an admirable job of trying to educate the public on the question of investment risk. but there s much more that could be done. this article focuses on the customer statement as an opportunity for education and guidance. very few statements include visual displays of risk. and when such charts are used  often they are inappropriate or inadequate. this article proposes one possible solution. (original abstract)
2002,etherington  tim  theunissen  erik.,computer graphics in the cockpit,spatially integrated data presentation for electronic flight displays was first proposed over forty years ago. yet  in current state-of-the-art cockpits  only 2-d instruments are depicted on the electronic displays. the first part of this paper will discuss today s state-of-the-art in 3-d computer graphics in relation to the graphics used in today s electronic flight displays and illustrate how properties of the display medium  system requirements  image generation capabilities and current practices influence the design. the second part will discuss the design rationale behind a synthetic vision display format in the light of the requirements and constraints. (original abstract)
2006,farkas  david k.,towards a better understanding of powerpoint deck design,an article identifying and discussing ten issues that have obstructed the study of the presentation graphics package  powerpoint after reviewing the research and commentary on powerpoint  it examines the ten problems which include  lack of terminology for categorising deck content  need for a deeper understanding of mediation and the relationship between powerpoint and society in general  the formulation of broad arguments based on a narrow group of presentation genres  the custom of treating slides as standalone artefacts separate from presentation  and insufficient attention to the circumstances surrounding a presentation  including the individual style of the person making the presentation. the article concludes that time and further research will be needed to overcome the problems presented.
2006,farkas  david k.,toward a better understanding of powerpoint deck design.,the critical landscape surrounding powerpoint is highly troubled. empirical research is scarce  and commentators share little common ground and have taken highly divergent positions. often arguments are unnuanced and flawed. this review essay identifies and discusses ten problems that have confused and hindered the study of powerpoint. among the problems are these  the lack of terminology for categorizing deck content  the need for a more sophisticated understanding of mediation (how powerpoint edits thought) and the relationship between powerpoint and organizational culture  the formulation of broad arguments based on a narrow set of presentation genres  the habit of regarding slides as standalone artifacts divorced from the presentation  and insufficient attention to context (the particular circumstances surrounding a presentation) including the personal style of the presenter. if we can achieve a healthier critical landscape  we will see better commentary  research studies  decks  and presentations. (author abstract)
2002,fawcett-tang  roger  owen  william.,mapping  an illustrated guide to graphic navigational systems,book review abstract. hove (uk)  rotovision  2002. reviewed by lisa yayla.
2009,fendley  tim.,making sense of the city  a collection of design principles for urban wayfinding .,this article reviews the principles behind  and development of  a coordinated wayfinding system for walking in london. wayfinding in cities is fundamentally an issue of urban design and architecture  but for this project the use of information design to respond to people s needs was at the fore. where urban design is concerned with the space between the buildings  information design is concerned with the space between the ears. (author abstract)
1990,fisher  phil  sless  david.,information design methods and productivity in the insurance industry,the authors report on the execution of an information design project undertaken in australia for a large insurance company. the project provided the opportunity to use well developed principles of information design  project planning and management  and methods for dealing with organisational politics. the results of the project  particularly the significant reduction in errors and processing costs  illustrates the importance of the human interface in improving productivity  and the dangers of thinking about information system design simply in terms of hardware and software.
2009,flaxman  seth  huang  jeffrey  stephenson  john  comtesse  xavier.,cityrank  a dynamic tool for exploring and generating new indices of cities.,in the context of data on cities  we present an example of how to make statistics relevant and meaningful to non-expert users. while the cities of the world are emerging as key players in global processes  from climate change to migration  the body of data on the cities of the world is neither extensive nor well-organized. towards the end of organizing  understanding  and presenting this data  we have created an online framework called cityrank. to make this data relevant to users  cityrank allows users to upload new data sets and create and share personalized rankings of cities based on the data included in cityrank s data repository. (author abstract)
2005,foltz  peter w.,automated content processing of spoken and written discourse  text coherence  essays  and team analyses,latent semantic analysis (lsa) is a computational model of human knowledge acquisition & a practical application for information retrieval & concept-based text matching. this paper illustrates ways in which lsa can be applied to performing automated content analyses of text & discourse. three example domains are discussed  analyses of the coherence of written documents  analyses of student essays for judging knowledge  & analyses of team discourse for predicting team performance & automatic tagging of discourse content. the results show that lsa can be used in these domains for modeling cognitive & social properties of discourse  as well as provide useful applications that make predictions based on automated analyses of spoken & written discourse. 24 references. adapted from the source document
2005,foltz  peter w.,automated content processing of spoken and written discourse  text coherence  essays  and team analyses,latent semantic analysis (lsa) is a computational model of human knowledge acquisition and a practical application for information retrieval and concept-based text matching. this paper illustrates ways in which lsa can be applied to performing automated content analyses of text and discourse. three example domains are discussed  analyses of the coherence of written documents  analyses of student essays for judging knowledge  and analyses of team discourse for predicting team performance and automatic tagging of discourse content. the results show that lsa can be used in these domains for modeling cognitive and social properties of discourse  as well as provide useful applications that make predictions based on automated analyses of spoken and written discourse. (original abstract)
1994,foster  j j.,evaluating the effectiveness of public information symbols,aims to assist researchers interested in the evaluation of public information symbols  by describing the variety of procedures that previous researchers have used  and by drawing attention to the key methodological decisions that have to be made. original abstract.
2010,foster  jeremy  koyama  keiichi  adams  austin.,paper and on-line testing of graphical access symbols in three countries using the iso 9186 comprehension test.,graphical symbols intended to indicate priority facilities and priority seating for those with limited mobility were tested in japan  australia and the united kingdom using the iso 9186-1 2007 comprehension test. screen presentation was used in some circumstances  paper booklet presentation in others. results from the three countries demonstrate a high level of agreement and also that the two methods of administration had no detectable influence on results. the need to have clear agreement on response scoring to obtain international scoring consistency was shown. the use of testing as an aid to symbol redesign is discussed. (author abstract)
1994,foster  jeremy j.,evaluating the effectiveness of public information symbols,describes procedures used by researchers in the evaluation of public information symbols and outlines the methodological decisions that have to be made. the author discusses issues such as  which functions should be assessed  the methods used to evaluate symbols  the assessment of symbol detectability  discriminability and comprehensibility  whether measures of different functions show consistent patterns  and whether performance meaures of different functions may be combined into a score of effectiveness. in conclusion  he provides recommendations of future research and states that the users of public information systems are valuable as sources of potential new symbols.
1990,foster  jeremy j.,standardizing public information symbols  proposals for a simpler procedure,graphic symbols commonly used in the public sphere to communicate information without the need for text are governed by the international standards organization (iso) which chooses symbols to communicate the meaning intended according to tests carried out on the public. however  the existing iso procedure for choosing symbols and standardizing public information symbols has a number of drawbacks  mainly the length of time the procedure takes and the frequency with which it fails to yield a conclusive result. a simpler procedure of testing symbols is proposed here. it is described in detail  with particular attention to those areas in which it differs from the existing iso procedure.
1990,foster  jeremy j.,standardizing public information symbols  proposals for a simpler procedure,the existing international standards organization procedure for standardizing public information symbols has a number of drawbacks. a simpler procedure is being proposed  and the points at which it differs from the current one are described by the author.
1993,frascara  j  takach  b s.,the design of tactile map symbols for visually impaired people,describes the design  testing and application of a proposed system of 45 tactile symbols for use in information aids for people with visual impairment. extends the field of information design to address the design of symbols to facilitate tactile perception. visual communication design should be understood as an interdisciplinary field. original abstract-amended.
2010,frascara  jorge  noÃ«l  guilermina.,evaluation and design of a blood components transfusion request form .,in june 2009 we undertook the evaluation and redesign of the existing blood components transfusion request form for the immune-transfusional service (sit) of a hospital in italy. only doctors will fill in the form  not patients. the form had not been revised since the early 1990s. . (author abstract)
2007,frascara  jorge  ruecker  stan.,medical communications and information design,an organization of pharmacists requested our services to improve the design of their printed communications to medical doctors  concerning the use of pharmaceutical drugs. departing from a design process model developed by the communication research institute of australia  we selected an existing document  interviewed users  defined the objectives of the document  established performance benchmarks  produced a new prototype  and tested it. results indicated that memory of the contents had improved in accuracy  and that the time required for search-and-find tasks had been substantially cut. the article describes the process followed and outlines future research to be undertaken. (author abstract)
2000,frascara  jorge.,information design and cultural difference,discusses the extent to which the perception and understanding of information design is shaped by cultural and individual factors. the author considers how globalization changes the standards of information design and highlights the difficulty of adapting communication tools such as timetables to the diversity of cultural backgrounds.
2004,frascara  jorge.,prospect and flow  making environments intelligible,summary of a contribution to the symposia  2by2  (held in the usa in 2003) by jorge frascara  professor of art and design at the university of alberta in edmonton  canada. he discusses intelligibility of information in design  citing the london underground tube map and metadesign s website as primary examples of clear distinction  comprehension and navigatability. includes a brief biography of the author.
2000,frascara  jorge.,information design and cultural difference,the author examines the extent to which the perception and understanding of information design is shaped by cultural and individual factors. the author considers how globalization changes the standards of information design and highlights the difficulty of adapting communication tools such as timetables to the diversity of cultural backgrounds.
1987,frohlich  david m.,on the re-organisation of form-filling behaviour in an electronic medium,explores the potential for computerising written transactions between individuals and organisations. it reports a study of electronic form-filling on a computer system called the forms helper. the implications of the findings for electronic form design are discussed.
1987,frohlich  david m.,on the re-organisation of form-filling behaviour in an electronic medium,explores the potential for computerizing written transactions between individuals and organizations  and reports on a study of electronic form-filling on a computer system called the forms helper. the author combines data from observational notes  verbal protocols  completed forms and interaction logs to analyse reading and routing activities of subjects on the forms helper  and suggests a modification of his 1986 paper on form-filling principles as a basis for understanding the observed organization of electronic form-filling behaviour. he concludes by discussing the implications of the findings for electronic form design.
1986,frohlich  david m.,on the organisation of form-filling behaviour,reports on a detailed observational study of the reading and routing activities of subjects as they filled in a uk department of health & social security (dhss) postal claims form.
2001,ganier  f.,processing text and pictures in procedural instructions,paper presented to infodesign 99  held in cambridge  uk. investigates how textual and pictorial information is processed in procedural instructions. shows that the verbal system plays an important role in the processing of instructions  whether from text or pictures. suggests that the processing of instructions (whether textual or pictorial) relies essentially on a verbal recoding of the information. in terms of information design  this implies that supporting pictures with text could improve the processing of procedural instructions by the user.
2001,ganier  franck.,processing text and pictures in procedural instructions,discusses how textual and visual information is process by the brain. the author suggests that verbal information plays an importance role in information processing  considers how the human brain responds to instructions  and outlines his study of information processing using the interference paradigm of engelkamp and zimmer. he notes that his results shows the importance of the phonological loop in processing information  and concludes the the combination of image and text allows the brain to process information more effectively and plan actions more quickly.
2000,ganier  franck.,processing text and pictures in procedural instructions,following procedural instructions normally requires the learner to interpret written information before carrying out any action. this interpretation entails transforming pictorial & or linguistic information into a series of actions. current psychological models propose that these two kinds of information are not processed in the same way  & that pictures lead more directly to the construction of a mental representation than does text. if this is so  then giving pictorial instructions to carry out an action seems more appropriate than giving text. however  processing instructions sometimes fails  even with picture formats. one approach to studying why this kind of communication fails is to investigate how textual & pictorial information is processed. 3 tables  5 figures  17 references. adapted from the source document
