pubnumber,title,url
WO2004111212A1,PROCESS FOR PRODUCING TISSUE CELL FROM PLURIPOTENT STEM CELL DERIVED FROM IRIS PIGMENT EPITHELIAL CELL OF ANIMAL AND TISSUE CELL OBTAINED BY THE PROCESS ,http://www.google.com/patents/about?id=5MqcAAAAEBAJ&dq=PROCESS+FOR+PRODUCING+TISSUE+CELL+FROM+PLURIPOTENT+STEM+CELL+DERIVED+FROM+IRIS+PIGMENT+EPITHELIAL+CELL+OF+ANIMAL+AND+TISSUE+CELL+OBTAINED+BY+THE+PROCESS
WO2006129696A1,EXPRESSION VECTOR HAVING PROMOTER SEQUENCE OF Vasa HOMOLOGUE GENE DERIVED FROM MAMMAL AND USE THEREOF ,http://www.google.com/patents?q=EXPRESSION+VECTOR+HAVING+PROMOTER+SEQUENCE+OF+Vasa+HOMOLOGUE+GENE+DERIVED+FROM+MAMMAL+AND+USE+THEREOF&scoring=1&output=rss
WO2004098508A3,METHODS FOR PRODUCTION OF NON-DISEASE CAUSING HEMOGLOBIN BY ,http://www.google.com/patents/about?id=PF-VAAAAEBAJ&dq=METHODS+FOR+PRODUCTION+OF+NON-DISEASE+CAUSING+HEMOGLOBIN+BY
WO2008039863A3,COMPOSITION COMPRISING A MELANOCORTIN RECEPTOR (MCR) MODULATING AGENT ALONE OR IN COMBINATION WITH A SECOND NEUROGENIC AGENT FOR TREATING NERVOUS SYSTEM DISORDERS ,http://www.google.com/patents/about?id=maeqAAAAEBAJ&dq=COMPOSITION+COMPRISING+A+MELANOCORTIN+RECEPTOR+(MCR)+MODULATING+AGENT+ALONE+OR+IN+COMBINATION+WITH+A+SECOND+NEUROGENIC+AGENT+FOR+TREATING+NERVOUS+SYSTEM+DISORDERS
WO2008081388A8,"DIFFERENTIATED IMMORTALISED CELL LINES CAPABLE OF PRODUCING ALBUMIN AND BLOOD COAGULATION FACTORS, METHODS OF PREPARING THEREOF FROM A LEUKAEMIA CELL LINE AND USES THEREOF ","http://www.google.com/patents/about?id=ydInAQAAEBAJ&dq=DIFFERENTIATED+IMMORTALISED+CELL+LINES+CAPABLE+OF+PRODUCING+ALBUMIN+AND+BLOOD+COAGULATION+FACTORS,+METHODS+OF+PREPARING+THEREOF+FROM+A+LEUKAEMIA+CELL+LINE+AND+USES+THEREOF"
WO2005026335A3,INSULIN-PRODUCING BONE MARROW DERIVED CELLS AND METHODS OF GENERATING AND USING SAME ,http://www.google.com/patents/about?id=02-kAAAAEBAJ&dq=INSULIN-PRODUCING+BONE+MARROW+DERIVED+CELLS+AND+METHODS+OF+GENERATING+AND+USING+SAME
WO2007099556A3,CONJUNCTIVAL TISSUE SYSTEM ,http://www.google.com/patents/about?id=bLOBAAAAEBAJ&dq=CONJUNCTIVAL+TISSUE+SYSTEM
WO2007010989A1,NEURONAL DIFFERENTIATION-INDUCING PEPTIDE AND USE THEREOF ,http://www.google.com/patents/about?id=CzntAAAAEBAJ&dq=NEURONAL+DIFFERENTIATION-INDUCING+PEPTIDE+AND+USE+THEREOF
WO2007146319A3,METHODS AND APPARATUS FOR USING POLYMER-BASED BEADS AND HYDROGELS FOR CARDIAC APPLICATIONS ,http://www.google.com/patents/about?id=_GOoAAAAEBAJ&dq=METHODS+AND+APPARATUS+FOR+USING+POLYMER-BASED+BEADS+AND+HYDROGELS+FOR+CARDIAC+APPLICATIONS
WO2007089233A8,DIRECT APPLICATION OF NON-TOXIC CROSSLINKING REAGENTS TO RESIST PROGRESSIVE SPINAL DEFORMITY ,http://www.google.com/patents/about?id=GEWkAAAAEBAJ&dq=DIRECT+APPLICATION+OF+NON-TOXIC+CROSSLINKING+REAGENTS+TO+RESIST+PROGRESSIVE+SPINAL+DEFORMITY
WO2009046015A3,THÉRAPIES COMBINÉES POUR TRAITEMENT DE DIABÈTE DU TYPE 1 ,http://www.google.com/patents?q=TH%C3%89RAPIES+COMBIN%C3%89ES+POUR+TRAITEMENT+DE+DIAB%C3%88TE+DU+TYPE+1&scoring=1&output=rss
WO2002062970A8,ENTERIC NERVOUS SYSTEM DERIVED STEM AND PROGENITOR CELLS AND USES THEREOF ,http://www.google.com/patents/about?id=ClyWAAAAEBAJ&dq=ENTERIC+NERVOUS+SYSTEM+DERIVED+STEM+AND+PROGENITOR+CELLS+AND+USES+THEREOF
WO2005041942A9,PREPARATION OF THREE-DIMENSIONAL MAMMALIAN OVARIAN FOLLICULAR CELL AND OVARIAN FOLLICLE CULTURE SYSTEMS IN A BIOCOMPATIBLE MATRIX ,http://www.google.com/patents/about?id=W-CjAAAAEBAJ&dq=PREPARATION+OF+THREE-DIMENSIONAL+MAMMALIAN+OVARIAN+FOLLICULAR+CELL+AND+OVARIAN+FOLLICLE+CULTURE+SYSTEMS+IN+A+BIOCOMPATIBLE+MATRIX
WO2009047568A3,IN VITRO PRESERVATION OF LIVING ANIMAL CELLS AND COMPOUNDS SUITABLE FOR USE IN THE PRESERVATION OF LIVING ANIMAL CELLS ,http://www.google.com/patents/about?id=AzjYAAAAEBAJ&dq=IN+VITRO+PRESERVATION+OF+LIVING+ANIMAL+CELLS+AND+COMPOUNDS+SUITABLE+FOR+USE+IN+THE+PRESERVATION+OF+LIVING+ANIMAL+CELLS
WO2004023100A3,CD56 POSITIVE HUMAN ADULT PANCREATIC ENDOCRINE PROGENITOR CELLS ,http://www.google.com/patents/about?id=pvTIAAAAEBAJ&dq=CD56+POSITIVE+HUMAN+ADULT+PANCREATIC+ENDOCRINE+PROGENITOR+CELLS
WO2008118392A3,SYNTHETIC CELL PLATFORMS AND METHODS OF USE THEREOF ,http://www.google.com/patents/about?id=jsDSAAAAEBAJ&dq=SYNTHETIC+CELL+PLATFORMS+AND+METHODS+OF+USE+THEREOF
WO2002096195A8,TREATMENT OR REPLACEMENT THERAPY USING TRANSGENIC STEM CELLS DELIVERED TO THE GUT ,http://www.google.com/patents/about?id=3aaFAAAAEBAJ&dq=TREATMENT+OR+REPLACEMENT+THERAPY+USING+TRANSGENIC+STEM+CELLS+DELIVERED+TO+THE+GUT
WO2003025128A3,QUINONE REDUCTASE 2 AND ALDEHYDE DEHYDROGENASE AS THERAPEUTIC TARGETS ,http://www.google.com/patents/about?id=OYudAAAAEBAJ&dq=QUINONE+REDUCTASE+2+AND+ALDEHYDE+DEHYDROGENASE+AS+THERAPEUTIC+TARGETS
WO2006096698A3,"PHARMACOLOGICAL, CHEMICAL, AND TOPICAL AGENT ENHANCEMENT APPARATUS AND METHOD FOR USING SAME ","http://www.google.com/patents/about?id=snGZAAAAEBAJ&dq=PHARMACOLOGICAL,+CHEMICAL,+AND+TOPICAL+AGENT+ENHANCEMENT+APPARATUS+AND+METHOD+FOR+USING+SAME"
WO2003014317A3,"COMPOSITIONS AND METHODS FOR ISOLATION, PROPAGATION, AND DIFFERENTIATION OF HUMAN STEM CELLS AND USES THEREOF ","http://www.google.com/patents/about?id=WMvKAAAAEBAJ&dq=COMPOSITIONS+AND+METHODS+FOR+ISOLATION,+PROPAGATION,+AND+DIFFERENTIATION+OF+HUMAN+STEM+CELLS+AND+USES+THEREOF"
WO1997007670A1,IMMUNOLOGICALLY TOLERANT VERTEBRATE AND USE OF THE SAME ,http://www.google.com/patents/about?id=wBLIAAAAEBAJ&dq=IMMUNOLOGICALLY+TOLERANT+VERTEBRATE+AND+USE+OF+THE+SAME
WO2010011644A3,DIFFERENTIATED ANUCLEATED CELLS AND METHOD FOR PREPARING THE SAME ,http://www.google.com/patents/about?id=ekXNAAAAEBAJ&dq=DIFFERENTIATED+ANUCLEATED+CELLS+AND+METHOD+FOR+PREPARING+THE+SAME
WO2003011313A8,OSTEOGENIC GROWTH OLIGOPEPTIDES AS STIMULANTS OF HEMATOPOIESIS ,http://www.google.com/patents/about?id=cueAAAAAEBAJ&dq=OSTEOGENIC+GROWTH+OLIGOPEPTIDES+AS+STIMULANTS+OF+HEMATOPOIESIS
WO2004032851A3,SCREENING AND THERAPEUTIC METHODS RELATING TO NEUROGENESIS ,http://www.google.com/patents/about?id=9y6fAAAAEBAJ&dq=SCREENING+AND+THERAPEUTIC+METHODS+RELATING+TO+NEUROGENESIS
WO2003027253A3,VARIANTS OF ALPHA-FETOPROTEIN CODING AND EXPRESSION SEQUENCES ,http://www.google.com/patents/about?id=nNyHAAAAEBAJ&dq=VARIANTS+OF+ALPHA-FETOPROTEIN+CODING+AND+EXPRESSION+SEQUENCES
WO2009109753A3,MULTIPLEX SELECTION AND SEQUENCING ,http://www.google.com/patents/about?id=CsUDAAAAEBAJ&dq=MULTIPLEX+SELECTION+AND+SEQUENCING
WO2007087350A3,METHODS FOR REGULATING GELATION OF POLYSACCHARIDE SOLUTIONS AND USES THEREOF ,http://www.google.com/patents/about?id=2X3JAAAAEBAJ&dq=METHODS+FOR+REGULATING+GELATION+OF+POLYSACCHARIDE+SOLUTIONS+AND+USES+THEREOF
WO2003085118A1,PROCESS FOR PRODUCING ANTIBODY COMPOSITION ,http://www.google.com/patents/about?id=vf2ZAAAAEBAJ&dq=PROCESS+FOR+PRODUCING+ANTIBODY+COMPOSITION
WO2001048149A1,ADULT BONE MARROW-ORIGIN CELL CAPABLE OF DIFFERENTIATING INTO HEART MUSCLE CELL ,http://www.google.com/patents/about?id=m4bVAAAAEBAJ&dq=ADULT+BONE+MARROW-ORIGIN+CELL+CAPABLE+OF+DIFFERENTIATING+INTO+HEART+MUSCLE+CELL
WO2004080146A3,A MARKER SYSTEM FOR CHARACTERIZING UNDIFFERENTIATED HUMAN EMBRYONIC STEM CELLS ,http://www.google.com/patents/about?id=Dld-AAAAEBAJ&dq=A+MARKER+SYSTEM+FOR+CHARACTERIZING+UNDIFFERENTIATED+HUMAN+EMBRYONIC+STEM+CELLS
WO2006110490A3,AGENTS AND METHODS FOR OSTEOGENIC OXYSTEROLS INHIBITION OF OXIDATIVE STRESS ON OSTEOGENIC CELLULAR DIFFERENTIATION ,http://www.google.com/patents/about?id=AAzUAAAAEBAJ&dq=AGENTS+AND+METHODS+FOR+OSTEOGENIC+OXYSTEROLS+INHIBITION+OF+OXIDATIVE+STRESS+ON+OSTEOGENIC+CELLULAR+DIFFERENTIATION
WO1999010481A3,MUTANT THERMOMONOSPORA SPP. CELLULASE ,http://www.google.com/patents/about?id=YNcAAAAAEBAJ&dq=MUTANT+THERMOMONOSPORA+SPP.+CELLULASE
WO2008004118A3,CARTHAMUS TINCTORIS PLANT EXTRACTS FOR TREATING OSTEOPOROSIS AND THE EXTRACTION PROCESS THEREOF ,http://www.google.com/patents?q=CARTHAMUS+TINCTORIS+PLANT+EXTRACTS+FOR+TREATING+OSTEOPOROSIS+AND+THE+EXTRACTION+PROCESS+THEREOF&scoring=1&output=rss
WO2008045832A3,ROBOTIC SURGICAL SYSTEM AND METHOD FOR AUTOMATED THERAPY DELIVERY ,http://www.google.com/patents/about?id=ldWkAAAAEBAJ&dq=ROBOTIC+SURGICAL+SYSTEM+AND+METHOD+FOR+AUTOMATED+THERAPY+DELIVERY
WO2008006547A3,PYRROLOPYRIMIDINES FOR PHARMACEUTICAL COMPOSITIONS ,http://www.google.com/patents/about?id=yLrOAAAAEBAJ&dq=PYRROLOPYRIMIDINES+FOR+PHARMACEUTICAL+COMPOSITIONS
WO1998058958A3,"HUMAN JAGGED POLYPEPTIDE, ENCODING NUCLEIC ACIDS AND METHODS OF USE ","http://www.google.com/patents/about?id=6PQFAAAAEBAJ&dq=HUMAN+JAGGED+POLYPEPTIDE,+ENCODING+NUCLEIC+ACIDS+AND+METHODS+OF+USE"
WO2009119005A1,PHASE OBJECT IDENTIFICATION DEVICE AND METHOD ,http://www.google.com/patents/about?id=SLInAQAAEBAJ&dq=PHASE+OBJECT+IDENTIFICATION+DEVICE+AND+METHOD
WO2005062857A3,CREATION OF A BIOLOGICAL ATRIOVENTRICULAR BYPASS TO COMPENSATE FOR ATRIOVENTRICULAR BLOCK ,http://www.google.com/patents/about?id=ZUuuAAAAEBAJ&dq=CREATION+OF+A+BIOLOGICAL+ATRIOVENTRICULAR+BYPASS+TO+COMPENSATE+FOR+ATRIOVENTRICULAR+BLOCK
WO2005082049A3,ARTIFICIAL BIOCOMPATIBLE MATERIAL AS A SUPPORT FOR CELLS IN A RETINAL IMPLANT ,http://www.google.com/patents/about?id=DmmVAAAAEBAJ&dq=ARTIFICIAL+BIOCOMPATIBLE+MATERIAL+AS+A+SUPPORT+FOR+CELLS+IN+A+RETINAL+IMPLANT
WO2007084725A3,INJECTABLE AND MOLDABLE BONE SUBSTITUTE MATERIALS ,http://www.google.com/patents/about?id=oiyBAAAAEBAJ&dq=INJECTABLE+AND+MOLDABLE+BONE+SUBSTITUTE+MATERIALS
WO2008054793A3,DIPTERINYL CALCIUM PENTAHYDRATE (DCP) AND THERAPEUTIC METHODS BASED THEREON ,http://www.google.com/patents/about?id=FB_MAAAAEBAJ&dq=DIPTERINYL+CALCIUM+PENTAHYDRATE+(DCP)+AND+THERAPEUTIC+METHODS+BASED+THEREON
WO2004071573A3,HYPOXIA INDUCED MITOGENIC FACTOR ,http://www.google.com/patents/about?id=-1LNAAAAEBAJ&dq=HYPOXIA+INDUCED+MITOGENIC+FACTOR
WO2005001019A1,CONTAINER FOR GERM LAYER FORMATION AND METHOD OF FORMING GERM LAYER ,http://www.google.com/patents/about?id=QYrLAAAAEBAJ&dq=CONTAINER+FOR+GERM+LAYER+FORMATION+AND+METHOD+OF+FORMING+GERM+LAYER
WO2008070047A3,IMMUNOGENS IN CANCER STEM CELLS ,http://www.google.com/patents/about?id=WDuiAAAAEBAJ&dq=IMMUNOGENS+IN+CANCER+STEM+CELLS
WO2007134136A3,NEUROGENESIS BY MODULATING ANGIOTENSIN ,http://www.google.com/patents/about?id=JdLXAAAAEBAJ&dq=NEUROGENESIS+BY+MODULATING+ANGIOTENSIN
WO2010005567A3,NOTCH1 RECEPTOR BINDING AGENTS AND METHODS OF USE THEREOF ,http://www.google.com/patents/about?id=MhDPAAAAEBAJ&dq=NOTCH1+RECEPTOR+BINDING+AGENTS+AND+METHODS+OF+USE+THEREOF
WO2007108689A3,METHOD FOR INDUCTION OF DIFFERENTIATION OF STEM AND PROGENITOR CELLS ,http://www.google.com/patents/about?id=KMV-AAAAEBAJ&dq=METHOD+FOR+INDUCTION+OF+DIFFERENTIATION+OF+STEM+AND+PROGENITOR+CELLS
WO2009014340A3,PROCESS FOR DIFFERENTIATING EMBRYONIC STEM CELLS USING POROUS MEMBRANE ,http://www.google.com/patents/about?id=ZO_GAAAAEBAJ&dq=PROCESS+FOR+DIFFERENTIATING+EMBRYONIC+STEM+CELLS+USING+POROUS+MEMBRANE
WO2007053716A3,FACILITATION OF ENDOTHELIALIZATION BY IN SITU SURFACE MODIFICATION ,http://www.google.com/patents/about?id=J7KhAAAAEBAJ&dq=FACILITATION+OF+ENDOTHELIALIZATION+BY+IN+SITU+SURFACE+MODIFICATION
WO2008024447A3,DIFFERENTIATION OF PROGENITOR CELLS INTO FIBROBLASTS ,http://www.google.com/patents/about?id=tHubAAAAEBAJ&dq=DIFFERENTIATION+OF+PROGENITOR+CELLS+INTO+FIBROBLASTS
WO2005042737A1,METHOD OF CONSTRUCTING TRANSGENIC DENDRITIC CELL ,http://www.google.com/patents/about?id=WjaDAAAAEBAJ&dq=METHOD+OF+CONSTRUCTING+TRANSGENIC+DENDRITIC+CELL
WO2009057831A1,NUCLEAR REPROGRAMMING METHOD ,http://www.google.com/patents/about?id=POnNAAAAEBAJ&dq=NUCLEAR+REPROGRAMMING+METHOD
WO2009131752A3,"PROGRAMMED-RELEASE, NANOSTRUCTURED BIOLOGICAL CONSTRUCT FOR STIMULATING CELLULAR ENGRAFTMENT FOR TISSUE REGENERATION ","http://www.google.com/patents?q=PROGRAMMED-RELEASE,+NANOSTRUCTURED+BIOLOGICAL+CONSTRUCT+FOR+STIMULATING+CELLULAR+ENGRAFTMENT+FOR+TISSUE+REGENERATION&scoring=1&output=rss"
WO2005035577A1,ANTIBODY COMPOSITION SPECIFICALLY BINDING TO GANGLIOSIDE GD3 ,http://www.google.com/patents/about?id=T2ezAAAAEBAJ&dq=ANTIBODY+COMPOSITION+SPECIFICALLY+BINDING+TO+GANGLIOSIDE+GD3
WO2008044700A1,GSK-3&#946; INHIBITOR ,http://www.google.com/patents/about?id=KsmTAAAAEBAJ&dq=GSK-3
WO2007080919A1,"ADDITIVE FOR CULTURE MEDIUM FOR USE IN SERUM-FREE CULTURE OF ANIMAL CELL, KIT, AND USE OF THE ADDITIVE OR KIT ","http://www.google.com/patents/about?id=EH3ZAAAAEBAJ&dq=ADDITIVE+FOR+CULTURE+MEDIUM+FOR+USE+IN+SERUM-FREE+CULTURE+OF+ANIMAL+CELL,+KIT,+AND+USE+OF+THE+ADDITIVE+OR+KIT"
WO2007121748A3,IMPROVED FIBRIN SEALANT COMPOSITION AND ITS USE ,http://www.google.com/patents/about?id=ns0TAAAAEBAJ&dq=IMPROVED+FIBRIN+SEALANT+COMPOSITION+AND+ITS+USE
WO1995016455A1,"PHARMACEUTICAL PREPARATION WITH IMMUNO-SUBSTITUTING PROPERTIES AND BASED ON A CELL SUSPENSION, AND A METHOD OF USING THE SAID PREPARATION TO TREAT ACQUIRED IMMUNE DEFICIENCY SYNDROME (HIV INFECTION) ","http://www.google.com/patents?q=PHARMACEUTICAL+PREPARATION+WITH+IMMUNO-SUBSTITUTING+PROPERTIES+AND+BASED+ON+A+CELL+SUSPENSION,+AND+A+METHOD+OF+USING+THE+SAID+PREPARATION+TO+TREAT+ACQUIRED+IMMUNE+DEFICIENCY+SYNDROME+(HIV+INFECTION)&scoring=1&output=rss"
WO2004005926A3,5T4 ANTIGEN EXPRESSION AS A MARKER FOR STEM CELL DIFFERENTIATION ,http://www.google.com/patents/about?id=DJWVAAAAEBAJ&dq=5T4+ANTIGEN+EXPRESSION+AS+A+MARKER+FOR+STEM+CELL+DIFFERENTIATION
WO2007103374A3,TOXICITY SCREENING METHODS ,http://www.google.com/patents/about?id=DbWBAAAAEBAJ&dq=TOXICITY+SCREENING+METHODS
WO2008003042A8,AMNION-DERIVED STEM CELLS AND USES THEREOF ,http://www.google.com/patents/about?id=nUDKAAAAEBAJ&dq=AMNION-DERIVED+STEM+CELLS+AND+USES+THEREOF
WO1995016452A3,USE OF MACROPHAGE DEPLETING AGENTS FOR PROLONGING THE SURVIVAL OF NON- AUTOLOGUS HEMATOPOIETIC CELL TRANSPLANTS AND ANIMAL MODEL ASSAY SYSTEMS ,http://www.google.com/patents?q=USE+OF+MACROPHAGE+DEPLETING+AGENTS+FOR+PROLONGING+THE+SURVIVAL+OF+NON-+AUTOLOGUS+HEMATOPOIETIC+CELL+TRANSPLANTS+AND+ANIMAL+MODEL+ASSAY+SYSTEMS&scoring=1&output=rss
WO2005085422A8,ADULT STEM CELLS AND USES THEREOF ,http://www.google.com/patents/about?id=Y2uVAAAAEBAJ&dq=ADULT+STEM+CELLS+AND+USES+THEREOF
WO2006093858A3,METHOD AND COMPOSITION FOR TREATING DIABETES ,http://www.google.com/patents/about?id=glyYAAAAEBAJ&dq=METHOD+AND+COMPOSITION+FOR+TREATING+DIABETES
WO2005025553A3,TREATMENT OF DISORDERS OF NERVOUS SYSTEMSYSTEM WITH FTY720 ,http://www.google.com/patents/about?id=cm-VAAAAEBAJ&dq=TREATMENT+OF+DISORDERS+OF+NERVOUS+SYSTEMSYSTEM+WITH+FTY720
WO2007068003A3,COMPOSITIONS AND METHODS FOR MODULATING OSTEOBLAST CELL DIFFERENTIATION AND BONE GENERATION THROUGH HIF-1a ,http://www.google.com/patents/about?id=YKfLAAAAEBAJ&dq=COMPOSITIONS+AND+METHODS+FOR+MODULATING+OSTEOBLAST+CELL+DIFFERENTIATION+AND+BONE+GENERATION+THROUGH+HIF-1a
WO2006034365A2,GRADIENT SCAFFOLDING AND METHODS OF PRODUCING THE SAME ,http://www.google.com/patents/about?id=WZacAAAAEBAJ&dq=GRADIENT+SCAFFOLDING+AND+METHODS+OF+PRODUCING+THE+SAME
WO2004110139A1,PROCESS FOR PRODUCING HUMAN-ORIGIN IMMUNOCOMPETENT CELL ,http://www.google.com/patents/about?id=s7mYAAAAEBAJ&dq=PROCESS+FOR+PRODUCING+HUMAN-ORIGIN+IMMUNOCOMPETENT+CELL
WO2009021151A8,"ISOLATION, CHARACTERIZATION AND PROPAGATION OF GERMLINE STEM CELLS ","http://www.google.com/patents/about?id=9djbAAAAEBAJ&dq=ISOLATION,+CHARACTERIZATION+AND+PROPAGATION+OF+GERMLINE+STEM+CELLS"
WO2007059010A3,STEM CELL FACTOR THERAPY FOR TISSUE INJURY ,http://www.google.com/patents/about?id=UMLVAAAAEBAJ&dq=STEM+CELL+FACTOR+THERAPY+FOR+TISSUE+INJURY
WO1997017086A3,COMPOSITION FOR IMPROVING PANCREATIC FUNCTION,http://www.google.com/patents/about?id=7p8IAAAAEBAJ&dq=COMPOSITION+FOR+IMPROVING+PANCREATIC+FUNCTION
WO2004014939A3,EXPANSION OF CELLS USING THROMBOPOIETIN AND ANTI-TRANSFORMING GROWTH FACTOR-BETA ,http://www.google.com/patents/about?id=KIuJAAAAEBAJ&dq=EXPANSION+OF+CELLS+USING+THROMBOPOIETIN+AND+ANTI-TRANSFORMING+GROWTH+FACTOR-BETA
WO2009156178A8,FLOW-CYTOMETRIC METHOD FOR THE DETERMINATION OF THE TOTAL LEUKOCYTE NUMBER AND THROMBOCYTE NUMBER AND FOR THE LEUKOCYTE DIFFERENTIATION IN AVIAN BLOOD SAMPLES ,http://www.google.com/patents?q=FLOW-CYTOMETRIC+METHOD+FOR+THE+DETERMINATION+OF+THE+TOTAL+LEUKOCYTE+NUMBER+AND+THROMBOCYTE+NUMBER+AND+FOR+THE+LEUKOCYTE+DIFFERENTIATION+IN+AVIAN+BLOOD+SAMPLES&scoring=1&output=rss
WO1994028160A1,"MONOCLONAL ANTIBODY, PROCESS FOR PRODUCING THE SAME, AND USE THEREOF ","http://www.google.com/patents/about?id=OiCeAAAAEBAJ&dq=MONOCLONAL+ANTIBODY,+PROCESS+FOR+PRODUCING+THE+SAME,+AND+USE+THEREOF"
WO2007121272A3,METHODS AND COMPOSITIONS INVOLVING NUCLEOTIDE REPEAT DISORDERS ,http://www.google.com/patents/about?id=PZYOAQAAEBAJ&dq=METHODS+AND+COMPOSITIONS+INVOLVING+NUCLEOTIDE+REPEAT+DISORDERS
WO2010016766A3,ANTIBODIES RECOGNIZING ENDOGENOUS HUMAN LGR5 AND/OR LGR6 ,http://www.google.com/patents/about?id=spnYAAAAEBAJ&dq=ANTIBODIES+RECOGNIZING+ENDOGENOUS+HUMAN+LGR5+AND/OR+LGR6
WO2004076651A3,GENERATION OF DENDRITIC CELLS FROM MONOCYTIC DENDRITIC PRECURSOR CELLS WITH GM-CSF IN THE ABSENCE OF ADDITIONAL CYTOKINES ,http://www.google.com/patents/about?id=AC2fAAAAEBAJ&dq=GENERATION+OF+DENDRITIC+CELLS+FROM+MONOCYTIC+DENDRITIC+PRECURSOR+CELLS+WITH+GM-CSF+IN+THE+ABSENCE+OF+ADDITIONAL+CYTOKINES
WO2004015123A8,TISSUE SPECIFIC EXPRESSION OF EXOGENOUS PROTEINS IN TRANSGENIC CHICKENS ,http://www.google.com/patents/about?id=GHPHAAAAEBAJ&dq=TISSUE+SPECIFIC+EXPRESSION+OF+EXOGENOUS+PROTEINS+IN+TRANSGENIC+CHICKENS
WO2008056173A3,PLURIPOTENT CELLS FROM THE MAMMALIAN LATE EPIBLAST LAYER ,http://www.google.com/patents/about?id=pL_NAAAAEBAJ&dq=PLURIPOTENT+CELLS+FROM+THE+MAMMALIAN+LATE+EPIBLAST+LAYER
WO2005079145A3,TISSUE SYSTEM WITH UNDIFFERENTIATED STEM CELLS DERIVED FROM CORNEAL LIMBUS ,http://www.google.com/patents/about?id=MlqVAAAAEBAJ&dq=TISSUE+SYSTEM+WITH+UNDIFFERENTIATED+STEM+CELLS+DERIVED+FROM+CORNEAL+LIMBUS
WO2009126310A3,METHODS FOR IDENTIFICATION AND USE OF AGENTS TARGETING CANCER STEM CELLS ,http://www.google.com/patents/about?id=qg7MAAAAEBAJ&dq=METHODS+FOR+IDENTIFICATION+AND+USE+OF+AGENTS+TARGETING+CANCER+STEM+CELLS
WO2009111755A3,COMPENSATING FOR ATRIOVENTRICULAR BLOCK USING A NUCLEIC ACID ENCODING A SODIUM CHANNEL OR GAP JUNCTION PROTEIN ,http://www.google.com/patents/about?id=8Qe0AAAAEBAJ&dq=COMPENSATING+FOR+ATRIOVENTRICULAR+BLOCK+USING+A+NUCLEIC+ACID+ENCODING+A+SODIUM+CHANNEL+OR+GAP+JUNCTION+PROTEIN
WO2005056751A3,APPARATUS AND METHOD FOR CONCENTRATING STEM CELL ,http://www.google.com/patents/about?id=mjonAQAAEBAJ&dq=APPARATUS+AND+METHOD+FOR+CONCENTRATING+STEM+CELL
WO2003031474A3,CD137 AS A PROLIFERATION FACTOR FOR HEMATOPOIETIC STEM CELLS ,http://www.google.com/patents/about?id=OzGVAAAAEBAJ&dq=CD137+AS+A+PROLIFERATION+FACTOR+FOR+HEMATOPOIETIC+STEM+CELLS
WO2003014326A3,ISOLATION AND MOBILIZATION OF STEM CELLS EXPRESSING VEGFR-1 ,http://www.google.com/patents/about?id=NtaVAAAAEBAJ&dq=ISOLATION+AND+MOBILIZATION+OF+STEM+CELLS+EXPRESSING+VEGFR-1
WO2004073741A8,REMEDY FOR SPINAL INJURY CONTAINING INTERLEUKIN-6 ANTAGONIST ,http://www.google.com/patents/about?id=F2uYAAAAEBAJ&dq=REMEDY+FOR+SPINAL+INJURY+CONTAINING+INTERLEUKIN-6+ANTAGONIST
WO2009092005A3,METHODS OF GENERATING CARDIOMYOCYTES AND CARDIAC PROGENITORS AND COMPOSITIONS ,http://www.google.com/patents/about?id=Q1rIAAAAEBAJ&dq=METHODS+OF+GENERATING+CARDIOMYOCYTES+AND+CARDIAC+PROGENITORS+AND+COMPOSITIONS
WO2007002842A3,SUBSTITUTED N-CINNAMYL BENZAMIDES ,http://www.google.com/patents/about?id=oc-XAAAAEBAJ&dq=SUBSTITUTED+N-CINNAMYL+BENZAMIDES
WO1993009234A3,SUPPRESSOR AND PROGENITOR CELLS,http://www.google.com/patents/about?id=iY8XAAAAEBAJ&dq=SUPPRESSOR+AND+PROGENITOR+CELLS
WO2003089580A3,CANCER MODELS ,http://www.google.com/patents/about?id=9geGAAAAEBAJ&dq=CANCER+MODELS
WO2007067618A3,THE USE OF HUMAN STEM CELLS AND/OR FACTORS THEY PRODUCE TO PROMOTE ADULT MAMMALIAN CARDIAC REPAIR THROUGH CARDIOMYOCYTE CELL DIVISION ,http://www.google.com/patents/about?id=YlzwAAAAEBAJ&dq=THE+USE+OF+HUMAN+STEM+CELLS+AND/OR+FACTORS+THEY+PRODUCE+TO+PROMOTE+ADULT+MAMMALIAN+CARDIAC+REPAIR+THROUGH+CARDIOMYOCYTE+CELL+DIVISION
WO2001034653A3,"PROTEIN PRESENT AT THE SURFACE OF HEMATOPOIETIC STEM CELLS OF THE LYMPHOID LINE AND OF NK CELLS, AND USES THEREOF ","http://www.google.com/patents/about?id=Fj6hAAAAEBAJ&dq=PROTEIN+PRESENT+AT+THE+SURFACE+OF+HEMATOPOIETIC+STEM+CELLS+OF+THE+LYMPHOID+LINE+AND+OF+NK+CELLS,+AND+USES+THEREOF"
WO2007044572A3,CELL DIVISION MARKER ,http://www.google.com/patents/about?id=sDTVAAAAEBAJ&dq=CELL+DIVISION+MARKER
WO2007037850A3,ENHANCED DELIVERY OF CELLS ,http://www.google.com/patents/about?id=B3CbAAAAEBAJ&dq=ENHANCED+DELIVERY+OF+CELLS
